ID;Rodzic;Poziom;Numer;Część;Typ;Treść;Pozycja;Dotacje i subwencje;Świadczenia na rzecz osób fizycznych;Wydatki bieżące jednostek budżetowych;Wydatki majątkowe;Wydatki na obsługę długu Skarbu Państwa;Środki własne Unii Europejskiej;Współfinansowanie projektów z udziałem środków Unii Europejskiej;OGÓŁEM
30-854;30;b;854;30;Dział 854;Edukacyjna opieka wychowawcza;17;1800;960;120;0;0;0;0;2880
30-854-12;30-854;c;85412;30;Rozdział 85412;Kolonie i obozy oraz inne formy wypoczynku dzieci i młodzieży szkolnej, a także szkolenia młodzieży;18;1200;0;120;0;0;0;0;1320
30-854-13;30-854;c;85413;30;Rozdział 85413;Kolonie i obozy dla młodzieży polonijnej w kraju;19;600;0;0;0;0;0;0;600
30-854-15;30-854;c;85415;30;Rozdział 85415;Pomoc materialna dla uczniów;20;0;960;0;0;0;0;0;960
30-921;30;b;921;30;Dział 921;Kultura i ochrona dziedzictwa narodowego;21;8250;0;0;0;0;0;0;8250
30-921-14;30-921;c;92114;30;Rozdział 92114;Pozostałe instytucje kultury;22;8250;0;0;0;0;0;0;8250
31;;a;31;31;Część 31;PRACA;1;0;293;251437;6897;0;0;106868;365495
31-150;31;b;150;31;Dział 150;Przetwórstwo przemysłowe;2;0;42;3327;0;0;0;63265;66634
31-150-01;31-150;c;15001;31;Rozdział 15001;Drukarnie;3;0;42;3327;0;0;0;0;3369
31-150-11;31-150;c;15011;31;Rozdział 15011;Rozwój przedsiębiorczości;4;0;0;0;0;0;0;10212;10212
31-150-12;31-150;c;15012;31;Rozdział 15012;Polska Agencja Rozwoju Przedsiębiorczości;5;0;0;0;0;0;0;53053;53053
31-750;31;b;750;31;Dział 750;Administracja publiczna;6;0;101;79541;3647;0;0;39400;122689
31-750-01;31-750;c;75001;31;Rozdział 75001;Urzędy naczelnych i centralnych organów administracji rządowej;7;0;30;45694;3435;0;0;12899;62058
31-750-71;31-750;c;75071;31;Rozdział 75071;Centrum Rozwoju Zasobów Ludzkich;8;0;24;6322;72;0;0;26501;32919
31-750-72;31-750;c;75072;31;Rozdział 75072;Centrum Partnerstwa Społecznego „Dialog”;9;0;2;2094;140;0;0;0;2236
31-750-76;31-750;c;75076;31;Rozdział 75076;Przygotowanie i sprawowanie przewodnictwa w Radzie Unii Europejskiej;10;0;0;883;0;0;0;0;883
31-750-95;31-750;c;75095;31;Rozdział 75095;Pozostała działalność;11;0;45;24548;0;0;0;0;24593
31-752;31;b;752;31;Dział 752;Obrona narodowa;12;0;0;15;0;0;0;0;15
31-752-12;31-752;c;75212;31;Rozdział 75212;Pozostałe wydatki obronne;13;0;0;15;0;0;0;0;15
31-853;31;b;853;31;Dział 853;Pozostałe zadania w zakresie polityki społecznej;14;0;150;166941;3250;0;0;4203;174544
31-853-36;31-853;c;85336;31;Rozdział 85336;Ochotnicze Hufce Pracy;15;0;150;166941;3250;0;0;4203;174544
31-921;31;b;921;31;Dział 921;Kultura i ochrona dziedzictwa narodowego;16;0;0;1613;0;0;0;0;1613
31-921-16;31-921;c;92116;31;Rozdział 92116;Biblioteki;17;0;0;1613;0;0;0;0;1613
32;;a;32;32;Część 32;ROLNICTWO;1;390291;4542;281845;12792;0;0;58701;748171
32-010;32;b;10;32;Dział 10;Rolnictwo i łowiectwo;2;340278;152;80215;1379;0;0;25;422049
32-010-11;32-010;c;1011;32;Rozdział 1011;Krajowa Stacja Chemiczno-Rolnicza;3;0;53;36531;150;0;0;0;36734
32-010-13;32-010;c;1013;32;Rozdział 1013;Centralny Ośrodek Badania Odmian Roślin Uprawnych;4;28119;0;0;0;0;0;0;28119
32-010-15;32-010;c;1015;32;Rozdział 1015;Postęp biologiczny w produkcji roślinnej;5;18594;0;0;0;0;0;0;18594
32-010-17;32-010;c;1017;32;Rozdział 1017;Ochrona roślin;6;2521;0;0;0;0;0;0;2521
32-010-18;32-010;c;1018;32;Rozdział 1018;Rolnictwo ekologiczne;7;5220;0;0;0;0;0;0;5220
32-010-19;32-010;c;1019;32;Rozdział 1019;Krajowe Centrum Hodowli Zwierząt;8;0;40;9765;0;0;0;0;9805
32-010-20;32-010;c;1020;32;Rozdział 1020;Postęp biologiczny w produkcji zwierzęcej;9;98195;0;0;0;0;0;0;98195
32-010-21;32-010;c;1021;32;Rozdział 1021;Główny Inspektorat Weterynarii;10;0;0;10482;0;0;0;0;10482
32-010-26;32-010;c;1026;32;Rozdział 1026;Dopłaty do ubezpieczeń upraw rolnych i zwierząt gospodarskich;11;100000;0;0;0;0;0;0;100000
32-010-32;32-010;c;1032;32;Rozdział 1032;Inspekcja Ochrony Roślin i Nasiennictwa;12;0;8;10246;0;0;0;0;10254
32-010-35;32-010;c;1035;32;Rozdział 1035;Graniczne inspektoraty weterynarii;13;0;11;9384;15;0;0;0;9410
32-010-95;32-010;c;1095;32;Rozdział 1095;Pozostała działalność;14;87629;40;3807;1214;0;0;25;92715
32-730;32;b;730;32;Dział 730;Nauka;15;44000;0;0;0;0;0;0;44000
32-730-95;32-730;c;73095;32;Rozdział 73095;Pozostała działalność;16;44000;0;0;0;0;0;0;44000
32-750;32;b;750;32;Dział 750;Administracja publiczna;17;0;97;56063;5787;0;0;53309;115256
32-750-01;32-750;c;75001;32;Rozdział 75001;Urzędy naczelnych i centralnych organów administracji rządowej;18;0;97;52188;5787;0;0;53309;111381
32-750-76;32-750;c;75076;32;Rozdział 75076;Przygotowanie i sprawowanie przewodnictwa w Radzie Unii Europejskiej;19;0;0;3875;0;0;0;0;3875
32-752;32;b;752;32;Dział 752;Obrona narodowa;20;0;0;35;0;0;0;0;35
32-752-12;32-752;c;75212;32;Rozdział 75212;Pozostałe wydatki obronne;21;0;0;35;0;0;0;0;35
32-801;32;b;801;32;Dział 801;Oświata i wychowanie;22;620;3908;126744;5626;0;0;5218;142116
32-801-30;32-801;c;80130;32;Rozdział 80130;Szkoły zawodowe;23;0;3903;125322;5626;0;0;5094;139945
32-801-46;32-801;c;80146;32;Rozdział 80146;Dokształcanie i doskonalenie nauczycieli;24;0;5;1422;0;0;0;124;1551
32-801-95;32-801;c;80195;32;Rozdział 80195;Pozostała działalność;25;620;0;0;0;0;0;0;620
32-854;32;b;854;32;Dział 854;Edukacyjna opieka wychowawcza;26;0;385;18788;0;0;0;149;19322
32-854-10;32-854;c;85410;32;Rozdział 85410;Internaty i bursy szkolne;27;0;385;18788;0;0;0;149;19322
32-921;32;b;921;32;Dział 921;Kultura i ochrona dziedzictwa narodowego;28;5393;0;0;0;0;0;0;5393
32-921-16;32-921;c;92116;32;Rozdział 92116;Biblioteki;29;3905;0;0;0;0;0;0;3905
32-921-18;32-921;c;92118;32;Rozdział 92118;Muzea;30;1488;0;0;0;0;0;0;1488
33;;a;33;33;Część 33;ROZWÓJ WSI;1;1887470;45;14032;197700;0;0;3056430;5155677
33-010;33;b;10;33;Dział 10;Rolnictwo i łowiectwo;2;1887432;10;734;197700;0;0;3056430;5142306
33-010-01;33-010;c;1001;33;Rozdział 1001;Centrum Doradztwa Rolniczego;3;11433;0;0;700;0;0;0;12133
33-010-27;33-010;c;1027;33;Rozdział 1027;Agencja Restrukturyzacji  i Modernizacji Rolnictwa;4;1875999;0;0;197000;0;0;3056430;5129429
33-010-95;33-010;c;1095;33;Rozdział 1095;Pozostała działalność;5;0;10;734;0;0;0;0;744
33-750;33;b;750;33;Dział 750;Administracja publiczna;6;38;35;13288;0;0;0;0;13361
33-750-01;33-750;c;75001;33;Rozdział 75001;Urzędy naczelnych i centralnych organów administracji rządowej;7;0;35;13091;0;0;0;0;13126
33-750-76;33-750;c;75076;33;Rozdział 75076;Przygotowanie i sprawowanie przewodnictwa w Radzie Unii Europejskiej;8;38;0;197;0;0;0;0;235
33-752;33;b;752;33;Dział 752;Obrona narodowa;9;0;0;10;0;0;0;0;10
33-752-12;33-752;c;75212;33;Rozdział 75212;Pozostałe wydatki obronne;10;0;0;10;0;0;0;0;10
34;;a;34;34;Część 34;ROZWÓJ REGIONALNY;1;0;435;34837;2314;0;0;1458949;1496535
34-150;34;b;150;34;Dział 150;Przetwórstwo przemysłowe;2;0;0;0;0;0;0;51198;51198
34-150-12;34-150;c;15012;34;Rozdział 15012;Polska Agencja Rozwoju Przedsiębiorczości;3;0;0;0;0;0;0;38144;38144
34-150-95;34-150;c;15095;34;Rozdział 15095;Pozostała działalność;4;0;0;0;0;0;0;13054;13054
34-750;34;b;750;34;Dział 750;Administracja publiczna;5;0;435;34829;2314;0;0;399960;437538
34-750-01;34-750;c;75001;34;Rozdział 75001;Urzędy naczelnych i centralnych organów administracji rządowej;6;0;170;31626;2314;0;0;242556;276666
34-750-18;34-750;c;75018;34;Rozdział 75018;Urzędy marszałkowskie;7;0;0;0;0;0;0;101090;101090
34-750-57;34-750;c;75057;34;Rozdział 75057;Placówki zagraniczne;8;0;256;568;0;0;0;0;824
34-750-76;34-750;c;75076;34;Rozdział 75076;Przygotowanie i sprawowanie przewodnictwa w Radzie Unii Europejskiej;9;0;0;1295;0;0;0;0;1295
34-750-95;34-750;c;75095;34;Rozdział 75095;Pozostała działalność;10;0;9;1340;0;0;0;56314;57663
34-752;34;b;752;34;Dział 752;Obrona narodowa;11;0;0;8;0;0;0;0;8
34-752-12;34-752;c;75212;34;Rozdział 75212;Pozostałe wydatki obronne;12;0;0;8;0;0;0;0;8
34-755;34;b;755;34;Dział 755;Wymiar sprawiedliwości;13;0;0;0;0;0;0;337;337
34-755-14;34-755;c;75514;34;Rozdział 75514;Krajowa Szkoła Sądownictwa i Prokuratury;14;0;0;0;0;0;0;337;337
34-758;34;b;758;34;Dział 758;Różne rozliczenia;15;0;0;0;0;0;0;909534;909534
34-758-61;34-758;c;75861;34;Rozdział 75861;Regionalne Programy Operacyjne 2007-2013;16;0;0;0;0;0;0;632235;632235
34-758-62;34-758;c;75862;34;Rozdział 75862;Program Operacyjny Kapitał Ludzki;17;0;0;0;0;0;0;277299;277299
34-852;34;b;852;34;Dział 852;Pomoc społeczna;18;0;0;0;0;0;0;2299;2299
34-852-17;34-852;c;85217;34;Rozdział 85217;Regionalne ośrodki polityki społecznej;19;0;0;0;0;0;0;2299;2299
34-853;34;b;853;34;Dział 853;Pozostałe zadania w zakresie polityki społecznej;20;0;0;0;0;0;0;95621;95621
34-853-32;34-853;c;85332;34;Rozdział 85332;Wojewódzkie urzędy pracy;21;0;0;0;0;0;0;95621;95621
35;;a;35;35;Część 35;RYNKI ROLNE;1;309482;122;26979;10220;0;0;177526;524329
35-010;35;b;10;35;Dział 10;Rolnictwo i łowiectwo;2;0;120;19884;120;0;0;0;20124
35-010-23;35-010;c;1023;35;Rozdział 1023;Inspekcja Jakości Handlowej Artykułów Rolno-Spożywczych;3;0;110;16930;120;0;0;0;17160
35-010-95;35-010;c;1095;35;Rozdział 1095;Pozostała działalność;4;0;10;2954;0;0;0;0;2964
35-500;35;b;500;35;Dział 500;Handel;5;309186;0;0;10100;0;0;177526;496812
35-500-02;35-500;c;50002;35;Rozdział 50002;Agencja Rynku Rolnego;6;309186;0;0;10100;0;0;177526;496812
35-750;35;b;750;35;Dział 750;Administracja publiczna;7;296;2;7085;0;0;0;0;7383
35-750-01;35-750;c;75001;35;Rozdział 75001;Urzędy naczelnych i centralnych organów administracji rządowej;8;0;2;6962;0;0;0;0;6964
35-750-76;35-750;c;75076;35;Rozdział 75076;Przygotowanie i sprawowanie przewodnictwa w Radzie Unii Europejskiej;9;296;0;123;0;0;0;0;419
35-752;35;b;752;35;Dział 752;Obrona narodowa;10;0;0;10;0;0;0;0;10
35-752-12;35-752;c;75212;35;Rozdział 75212;Pozostałe wydatki obronne;11;0;0;10;0;0;0;0;10
36;;a;36;36;Część 36;SKARB PAŃSTWA;1;9514;121;67012;6250;0;0;0;82897
36-150;36;b;150;36;Dział 150;Przetwórstwo przemysłowe;2;7014;0;0;865;0;0;0;7879
36-150-95;36-150;c;15095;36;Rozdział 15095;Pozostała działalność;3;7014;0;0;865;0;0;0;7879
36-750;36;b;750;36;Dział 750;Administracja publiczna;4;0;121;65677;5385;0;0;0;71183
36-750-01;36-750;c;75001;36;Rozdział 75001;Urzędy naczelnych i centralnych organów administracji rządowej;5;0;121;65426;5385;0;0;0;70932
36-750-76;36-750;c;75076;36;Rozdział 75076;Przygotowanie i sprawowanie przewodnictwa w Radzie Unii Europejskiej;6;0;0;251;0;0;0;0;251
36-752;36;b;752;36;Dział 752;Obrona narodowa;7;0;0;335;0;0;0;0;335
36-752-12;36-752;c;75212;36;Rozdział 75212;Pozostałe wydatki obronne;8;0;0;335;0;0;0;0;335
36-758;36;b;758;36;Dział 758;Różne rozliczenia;9;0;0;1000;0;0;0;0;1000
36-758-20;36-758;c;75820;36;Rozdział 75820;Prywatyzacja;10;0;0;1000;0;0;0;0;1000
36-921;36;b;921;36;Dział 921;Kultura i ochrona dziedzictwa narodowego;11;2500;0;0;0;0;0;0;2500
36-921-15;36-921;c;92115;36;Rozdział 92115;Polska Agencja Prasowa;12;2500;0;0;0;0;0;0;2500
37;;a;37;37;Część 37;SPRAWIEDLIWOŚĆ;1;40310;1170739;2541196;109904;0;0;8338;3870487
37-750;37;b;750;37;Dział 750;Administracja publiczna;2;0;0;62579;0;0;0;643;63222
37-750-01;37-750;c;75001;37;Rozdział 75001;Urzędy naczelnych i centralnych organów administracji rządowej;3;0;0;60781;0;0;0;643;61424
37-750-76;37-750;c;75076;37;Rozdział 75076;Przygotowanie i sprawowanie przewodnictwa w Radzie Unii Europejskiej;4;0;0;1798;0;0;0;0;1798
37-752;37;b;752;37;Dział 752;Obrona narodowa;5;0;0;309;0;0;0;0;309
37-752-12;37-752;c;75212;37;Rozdział 75212;Pozostałe wydatki obronne;6;0;0;309;0;0;0;0;309
37-753;37;b;753;37;Dział 753;Obowiązkowe ubezpieczenia społeczne;7;0;1044676;7040;0;0;0;0;1051716
37-753-01;37-753;c;75301;37;Rozdział 75301;Świadczenia pieniężne z zaopatrzenia emerytalnego;8;0;1038600;7040;0;0;0;0;1045640
37-753-12;37-753;c;75312;37;Rozdział 75312;Uposażenia sędziów w stanie spoczynku oraz uposażenia rodzinne;9;0;6076;0;0;0;0;0;6076
37-755;37;b;755;37;Dział 755;Wymiar sprawiedliwości;10;40310;124401;2348614;109904;0;0;7673;2630902
37-755-01;37-755;c;75501;37;Rozdział 75501;Centralne administracyjne  jednostki wymiaru sprawiedliwości  i prokuratury;11;0;35;77783;18154;0;0;4488;100460
37-755-07;37-755;c;75507;37;Rozdział 75507;Instytuty naukowe resortu sprawiedliwości;12;0;31;17270;650;0;0;0;17951
37-755-12;37-755;c;75512;37;Rozdział 75512;Więziennictwo;13;0;122655;2168248;80000;0;0;2364;2373267
37-755-13;37-755;c;75513;37;Rozdział 75513;Zakłady dla nieletnich;14;0;1680;85313;11100;0;0;821;98914
37-755-14;37-755;c;75514;37;Rozdział 75514;Krajowa Szkoła Sądownictwa i Prokuratury;15;40310;0;0;0;0;0;0;40310
37-801;37;b;801;37;Dział 801;Oświata i wychowanie;16;0;1662;121458;0;0;0;22;123142
37-801-44;37-801;c;80144;37;Rozdział 80144;Inne formy kształcenia osobno niewymienione;17;0;1662;121458;0;0;0;22;123142
37-851;37;b;851;37;Dział 851;Ochrona zdrowia;18;0;0;1196;0;0;0;0;1196
37-851-56;37-851;c;85156;37;Rozdział 85156;Składki na ubezpieczenie zdrowotne oraz świadczenia dla osób nieobjętych obowiązkiem ubezpieczenia zdrowotnego;19;0;0;1196;0;0;0;0;1196
38;;a;38;38;Część 38;SZKOLNICTWO  WYśSZE;1;8894344;134143;47008;410349;0;0;109143;9594987
38-150;38;b;150;38;Dział 150;Przetwórstwo przemysłowe;2;8605;0;0;0;0;0;0;8605
38-150-02;38-150;c;15002;38;Rozdział 15002;Wydawanie podręczników szkolnych i akademickich;3;8605;0;0;0;0;0;0;8605
38-750;38;b;750;38;Dział 750;Administracja publiczna;4;0;10;10986;760;0;0;7424;19180
38-750-01;38-750;c;75001;38;Rozdział 75001;Urzędy naczelnych i centralnych organów administracji rządowej;5;0;10;10723;760;0;0;7424;18917
38-750-76;38-750;c;75076;38;Rozdział 75076;Przygotowanie i sprawowanie przewodnictwa w Radzie Unii Europejskiej;6;0;0;263;0;0;0;0;263
38-752;38;b;752;38;Dział 752;Obrona narodowa;7;0;0;24;0;0;0;0;24
38-752-12;38-752;c;75212;38;Rozdział 75212;Pozostałe wydatki obronne;8;0;0;24;0;0;0;0;24
38-803;38;b;803;38;Dział 803;Szkolnictwo wyższe;9;8885739;134133;25867;409589;0;0;101719;9557047
38-803-06;38-803;c;80306;38;Rozdział 80306;Działalność dydaktyczna;10;7423620;3685;0;357357;0;0;56744;7841406
38-803-07;38-803;c;80307;38;Rozdział 80307;Jednostki pomocnicze szkolnictwa wyższego;11;0;15;3010;0;0;0;0;3025
38-803-09;38-803;c;80309;38;Rozdział 80309;Pomoc materialna dla studentów i doktorantów;12;1453324;14782;0;52162;0;0;0;1520268
38-803-10;38-803;c;80310;38;Rozdział 80310;Fundusz Pożyczek i Kredytów Studenckich;13;0;87300;0;0;0;0;0;87300
38-803-95;38-803;c;80395;38;Rozdział 80395;Pozostała działalność;14;8795;28351;22857;70;0;0;44975;105048
38-851;38;b;851;38;Dział 851;Ochrona zdrowia;15;0;0;10131;0;0;0;0;10131
38-851-56;38-851;c;85156;38;Rozdział 85156;Składki na ubezpieczenie zdrowotne oraz świadczenia dla osób nieobjętych obowiązkiem ubezpieczenia zdrowotnego;16;0;0;10131;0;0;0;0;10131
39;;a;39;39;Część 39;TRANSPORT;1;1638151;4559;2404084;1521929;0;0;308043;5876766
39-600;39;b;600;39;Dział 600;Transport i łączność;2;1628178;4534;2345015;1502212;0;0;254417;5734356
39-600-01;39-600;c;60001;39;Rozdział 60001;Krajowe pasażerskie przewozy kolejowe;3;620000;0;0;0;0;0;0;620000
39-600-02;39-600;c;60002;39;Rozdział 60002;Infrastruktura kolejowa;4;1000000;0;0;905257;0;0;106610;2011867
39-600-04;39-600;c;60004;39;Rozdział 60004;Lokalny transport zbiorowy;5;0;0;0;0;0;0;7566;7566
39-600-05;39-600;c;60005;39;Rozdział 60005;Autostrady płatne;6;0;0;117542;68431;0;0;846;186819
39-600-11;39-600;c;60011;39;Rozdział 60011;Drogi publiczne krajowe;7;0;0;1661166;479399;0;0;48388;2188953
39-600-12;39-600;c;60012;39;Rozdział 60012;Generalna Dyrekcja Dróg Krajowych i Autostrad;8;0;4336;489745;37347;0;0;87224;618652
39-600-41;39-600;c;60041;39;Rozdział 60041;Infrastruktura portowa;9;0;0;0;0;0;0;172;172
39-600-42;39-600;c;60042;39;Rozdział 60042;Urzędy żeglugi śródlądowej ;10;0;70;5313;5308;0;0;0;10691
39-600-55;39-600;c;60055;39;Rozdział 60055;Inspekcja Transportu Drogowego;11;0;78;17765;2101;0;0;0;19944
39-600-56;39-600;c;60056;39;Rozdział 60056;Urząd Lotnictwa Cywilnego;12;0;50;48945;4369;0;0;0;53364
39-600-61;39-600;c;60061;39;Rozdział 60061;Polska Agencja śeglugi Powietrznej;13;8178;0;0;0;0;0;0;8178
39-600-95;39-600;c;60095;39;Rozdział 60095;Pozostała działalność;14;0;0;4539;0;0;0;3611;8150
39-750;39;b;750;39;Dział 750;Administracja publiczna;15;0;25;51533;5617;0;0;53626;110801
39-750-01;39-750;c;75001;39;Rozdział 75001;Urzędy naczelnych i centralnych organów administracji rządowej;16;0;25;48155;5617;0;0;53626;107423
39-750-57;39-750;c;75057;39;Rozdział 75057;Placówki zagraniczne;17;0;0;2000;0;0;0;0;2000
39-750-76;39-750;c;75076;39;Rozdział 75076;Przygotowanie i sprawowanie przewodnictwa w Radzie Unii Europejskiej;18;0;0;1378;0;0;0;0;1378
39-752;39;b;752;39;Dział 752;Obrona narodowa;19;0;0;7536;14100;0;0;0;21636
39-752-12;39-752;c;75212;39;Rozdział 75212;Pozostałe wydatki obronne;20;0;0;7536;14100;0;0;0;21636
39-803;39;b;803;39;Dział 803;Szkolnictwo wyższe;21;9973;0;0;0;0;0;0;9973
39-803-06;39-803;c;80306;39;Rozdział 80306;Działalność dydaktyczna;22;9973;0;0;0;0;0;0;9973
40;;a;40;40;Część 40;TURYSTYKA;1;39900;25;8218;170;0;0;0;48313
40-630;40;b;630;40;Dział 630;Turystyka;2;39900;23;3265;0;0;0;0;43188
40-630-02;40-630;c;63002;40;Rozdział 63002;Polska Organizacja Turystyczna;3;38100;0;0;0;0;0;0;38100
40-630-03;40-630;c;63003;40;Rozdział 63003;Zadania w zakresie upowszechniania  turystyki;4;1800;0;0;0;0;0;0;1800
40-630-95;40-630;c;63095;40;Rozdział 63095;Pozostała działalność;5;0;23;3265;0;0;0;0;3288
40-750;40;b;750;40;Dział 750;Administracja publiczna;6;0;2;4943;170;0;0;0;5115
40-750-01;40-750;c;75001;40;Rozdział 75001;Urzędy naczelnych i centralnych organów administracji rządowej;7;0;2;4281;170;0;0;0;4453
40-750-76;40-750;c;75076;40;Rozdział 75076;Przygotowanie i sprawowanie przewodnictwa w Radzie Unii Europejskiej;8;0;0;662;0;0;0;0;662
40-752;40;b;752;40;Dział 752;Obrona narodowa;9;0;0;10;0;0;0;0;10
40-752-12;40-752;c;75212;40;Rozdział 75212;Pozostałe wydatki obronne;10;0;0;10;0;0;0;0;10
41;;a;41;41;Część 41;ŚRODOWISKO;1;4220;3610;287548;3913;0;0;180754;480045
41-020;41;b;20;41;Dział 20;Leśnictwo;2;4220;5;1242;183;0;0;3193;8843
41-020-03;41-020;c;2003;41;Rozdział 2003;Biuro Nasiennictwa Leśnego;3;0;5;1242;183;0;0;0;1430
41-020-95;41-020;c;2095;41;Rozdział 2095;Pozostała działalność;4;4220;0;0;0;0;0;3193;7413
41-710;41;b;710;41;Dział 710;Działalność usługowa;5;0;0;2818;0;0;0;0;2818
41-710-05;41-710;c;71005;41;Rozdział 71005;Prace geologiczne (nieinwestycyjne);6;0;0;960;0;0;0;0;960
41-710-95;41-710;c;71095;41;Rozdział 71095;Pozostała działalność;7;0;0;1858;0;0;0;0;1858
41-750;41;b;750;41;Dział 750;Administracja publiczna;8;0;22;52122;1000;0;0;9829;62973
41-750-01;41-750;c;75001;41;Rozdział 75001;Urzędy naczelnych i centralnych organów administracji rządowej;9;0;15;49814;1000;0;0;9829;60658
41-750-76;41-750;c;75076;41;Rozdział 75076;Przygotowanie i sprawowanie przewodnictwa w Radzie Unii Europejskiej;10;0;0;2208;0;0;0;0;2208
41-750-95;41-750;c;75095;41;Rozdział 75095;Pozostała działalność;11;0;7;100;0;0;0;0;107
41-752;41;b;752;41;Dział 752;Obrona narodowa;12;0;0;182;0;0;0;0;182
41-752-12;41-752;c;75212;41;Rozdział 75212;Pozostałe wydatki obronne;13;0;0;182;0;0;0;0;182
41-801;41;b;801;41;Dział 801;Oświata i wychowanie;14;0;711;28815;1228;0;0;0;30754
41-801-30;41-801;c;80130;41;Rozdział 80130;Szkoły zawodowe;15;0;515;24897;1209;0;0;0;26621
41-801-46;41-801;c;80146;41;Rozdział 80146;Dokształcanie i doskonalenie nauczycieli;16;0;0;49;0;0;0;0;49
41-801-48;41-801;c;80148;41;Rozdział 80148;Stołówki szkolne i przedszkolne;17;0;139;3276;12;0;0;0;3427
41-801-95;41-801;c;80195;41;Rozdział 80195;Pozostała działalność;18;0;57;593;7;0;0;0;657
41-854;41;b;854;41;Dział 854;Edukacyjna opieka wychowawcza;19;0;260;12768;486;0;0;0;13514
41-854-10;41-854;c;85410;41;Rozdział 85410;Internaty i bursy szkolne;20;0;260;12738;486;0;0;0;13484
41-854-46;41-854;c;85446;41;Rozdział 85446;Dokształcanie i doskonalenie nauczycieli;21;0;0;30;0;0;0;0;30
41-900;41;b;900;41;Dział 900;Gospodarka komunalna i ochrona środowiska;22;0;206;117309;396;0;0;159251;277162
41-900-08;41-900;c;90008;41;Rozdział 90008;Ochrona różnorodności biologicznej i krajobrazu;23;0;0;49;0;0;0;0;49
41-900-11;41-900;c;90011;41;Rozdział 90011;Fundusz Ochrony Środowiska i Gospodarki Wodnej;24;0;0;0;0;0;0;152244;152244
41-900-14;41-900;c;90014;41;Rozdział 90014;Inspekcja Ochrony Środowiska;25;0;20;16395;40;0;0;3004;19459
41-900-22;41-900;c;90022;41;Rozdział 90022;Generalna Dyrekcja Ochrony Środowiska;26;0;8;16755;0;0;0;1346;18109
41-900-23;41-900;c;90023;41;Rozdział 90023;Regionalne dyrekcje ochrony środowiska;27;0;177;82648;326;0;0;2170;85321
41-900-95;41-900;c;90095;41;Rozdział 90095;Pozostała działalność;28;0;1;1462;30;0;0;487;1980
41-925;41;b;925;41;Dział 925;Ogrody botaniczne i zoologiczne oraz naturalne obszary i obiekty chronionej przyrody;29;0;2406;72292;620;0;0;8481;83799
41-925-01;41-925;c;92501;41;Rozdział 92501;Parki narodowe;30;0;2395;72287;620;0;0;8481;83783
41-925-95;41-925;c;92595;41;Rozdział 92595;Pozostała działalność;31;0;11;5;0;0;0;0;16
42;;a;42;42;Część 42;SPRAWY WEWNĘTRZNE;1;188947;6943288;9489936;401561;0;0;78281;17102013
42-710;42;b;710;42;Dział 710;Działalność usługowa;2;10;0;0;0;0;0;0;10
42-710-32;42-710;c;71032;42;Rozdział 71032;Agencja Mienia Wojskowego;3;10;0;0;0;0;0;0;10
42-750;42;b;750;42;Dział 750;Administracja publiczna;4;400;152;392224;35369;0;0;61529;489674
42-750-01;42-750;c;75001;42;Rozdział 75001;Urzędy naczelnych i centralnych organów administracji rządowej;5;400;118;125428;5893;0;0;1631;133470
42-750-70;42-750;c;75070;42;Rozdział 75070;Centrum Personalizacji Dokumentów;6;0;27;203885;16037;0;0;0;219949
42-750-73;42-750;c;75073;42;Rozdział 75073;Urząd do Spraw Cudzoziemców;7;0;7;24405;1300;0;0;516;26228
42-750-76;42-750;c;75076;42;Rozdział 75076;Przygotowanie i sprawowanie przewodnictwa w Radzie Unii Europejskiej;8;0;0;24909;11590;0;0;0;36499
42-750-95;42-750;c;75095;42;Rozdział 75095;Pozostała działalność;9;0;0;13597;549;0;0;59382;73528
42-753;42;b;753;42;Dział 753;Obowiązkowe ubezpieczenia społeczne;10;0;6541775;59951;6344;0;0;0;6608070
42-753-01;42-753;c;75301;42;Rozdział 75301;Świadczenia pieniężne z zaopatrzenia emerytalnego;11;0;6541775;59951;6344;0;0;0;6608070
42-754;42;b;754;42;Dział 754;Bezpieczeństwo  publiczne i ochrona przeciwpożarowa;12;99010;385354;8997103;313480;0;0;16752;9811699
42-754-02;42-754;c;75402;42;Rozdział 75402;Komenda Główna Policji;13;0;14334;453297;36007;0;0;55;503693
42-754-03;42-754;c;75403;42;Rozdział 75403;Jednostki terenowe Policji ;14;0;2234;332353;128209;0;0;0;462796
42-754-04;42-754;c;75404;42;Rozdział 75404;Komendy wojewódzkie Policji ;15;0;62821;1732437;15541;0;0;8190;1818989
42-754-05;42-754;c;75405;42;Rozdział 75405;Komendy powiatowe Policji ;16;0;230697;5005494;75430;0;0;5842;5317463
42-754-06;42-754;c;75406;42;Rozdział 75406;Straż Graniczna;17;0;64045;1164370;13845;0;0;2653;1244913
42-754-08;42-754;c;75408;42;Rozdział 75408;Biuro Ochrony Rządu;18;0;5533;177042;7200;0;0;0;189775
42-754-09;42-754;c;75409;42;Rozdział 75409;Komenda Główna Państwowej Straży Pożarnej;19;56981;4379;84321;19619;0;0;12;165312
42-754-12;42-754;c;75412;42;Rozdział 75412;Ochotnicze straże pożarne;20;12000;0;0;16247;0;0;0;28247
42-754-14;42-754;c;75414;42;Rozdział 75414;Obrona cywilna;21;0;0;116;0;0;0;0;116
42-754-15;42-754;c;75415;42;Rozdział 75415;Zadania ratownictwa górskiego i wodnego;22;11140;0;0;1109;0;0;0;12249
