"Numer umowy/decyzji";"Tytuł projektu";"Program Operacyjny <Nazwa>";"Oś priorytetowa <Kod>";"Działanie <Kod>";"Poddziałanie <Kod>";"Cały kraj/ Województwo";"Powiat";"Gmina";"Wartość ogółem";"Wydatki kwalifikowalne";"Dofinansowanie";"Dofinansowanie UE";"Nazwa beneficjenta";"NIP beneficjenta";"Kod pocztowy";"Miejscowość";"Województwo";"Powiat";"Temat priorytetu";"Forma prawna";"Obszar realizacji";"Ostatni Wniosek o płatność dla najbardziej aktualnej Umowy/Aneksu";"Projekt zakończony (Wniosek o płatność końcową)";"Data podpisania Umowy/Aneksu";"Data utworzenia w KSI SIMIK 07-13 Umowy/Aneksu"
"POIG.04.04.00-32-001/08-06";"Lotnicza Platforma Fotogrametryczna - LPF";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.04.00";"";"Zachodniopomorskie";"Powiat m. Szczecin";"M. Szczecin";"11,151,870.51";"9,140,877.47";"5,467,634.91";"4,647,489.67";"GISPRO Spółka z ograniczoną odpowiedzialnością";"9552179786";"70-785";"Szczecin";"Zachodniopomorskie";"Powiat m. Szczecin";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka z ograniczoną odpowiedzialnością - mikro przedsiębiorstwo";"00 Nie dotyczy";"";"";"2008/12/30";"2011/03/16"
"POIG.04.04.00-32-010/08-05";"Produkcja resorów ze stali sprężystej chromowej metodą obróbki cieplnej i mechanicznej";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.04.00";"";"Zachodniopomorskie";"Powiat stargardzki";"Stara Dąbrowa";"64,088,172.00";"60,430,990.00";"30,200,495.00";"25,670,420.75";"TES GROUP Spółka Akcyjna";"7772810694";"62-080";"Tarnowo Podgórne";"Wielkopolskie";"Powiat poznański";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka akcyjna - średnie przedsiębiorstwo";"00 Nie dotyczy";"";"";"2008/12/30";"2010/11/16"
"POIG.05.04.01-10-102/08-00";"Ochrona własnych produktów - zestawów elektronicznych - typu edukacja i zabawa przed tanim kopiowaniem
";"Program Operacyjny Innowacyjna Gospodarka";"POIG.05.00.00";"POIG.05.04.00";"POIG.05.04.01";"Łódzkie";"Powiat m. Łódź";"M. Łódź";"23,980.00";"22,000.00";"15,300.00";"13,005.00";"Siltronics Paweł Owczarek";"7290002228";"93-423";"Łódź";"Łódzkie";"Powiat m. Łódź";"09 Inne działania mające na celu pobudzanie badań, innowacji i przedsiębiorczości w MŚP";"osoba fizyczna prowadząca działalność gospodarczą - mikro przedsiębiorstwo";"00 Nie dotyczy";"POIG.05.04.01-10-102/08-02";"Nie";"2008/10/16";"2008/10/20"
"POIG.05.04.01-14-102/08-00";"Bifalina, uzyskanie ochrony własności przemysłowej w trybie PCT na metodę otrzymywania N-blokowanego peptydu
";"Program Operacyjny Innowacyjna Gospodarka";"POIG.05.00.00";"POIG.05.04.00";"POIG.05.04.01";"Mazowieckie";"Powiat m. st. Warszawa";"M. st. Warszawa";"22,760.00";"21,000.00";"14,700.00";"12,495.00";"Action for Development of Research Sp. z o.o.";"5252412443";"00-355";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"09 Inne działania mające na celu pobudzanie badań, innowacji i przedsiębiorczości w MŚP";"spółka z ograniczoną odpowiedzialnością - mikro przedsiębiorstwo";"00 Nie dotyczy";"POIG.05.04.01-14-102/08-01";"Tak";"2008/12/19";"2008/12/19"
"POIG.05.04.01-14-103/08-00";"Bifalina, uzyskanie ochrony własności przemysłowej w trybie PCT na metodę otrzymywania peptydu opioidowego
";"Program Operacyjny Innowacyjna Gospodarka";"POIG.05.00.00";"POIG.05.04.00";"POIG.05.04.01";"Mazowieckie";"Powiat m. st. Warszawa";"M. st. Warszawa";"22,760.00";"21,000.00";"14,700.00";"12,495.00";"Action for Development of Research Sp. z o.o.";"5252412443";"00-355";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"09 Inne działania mające na celu pobudzanie badań, innowacji i przedsiębiorczości w MŚP";"spółka z ograniczoną odpowiedzialnością - mikro przedsiębiorstwo";"00 Nie dotyczy";"POIG.05.04.01-14-103/08-01";"Tak";"2008/12/19";"2008/12/19"
"POIG.05.04.01-14-104/08-01";"Dokonanie zgłoszenia patentowego wynalazku w procedurze międzynarodowej
";"Program Operacyjny Innowacyjna Gospodarka";"POIG.05.00.00";"POIG.05.04.00";"POIG.05.04.01";"Mazowieckie";"Powiat pruszkowski";"Brwinów";"14,651.00";"13,650.00";"9,555.00";"8,121.75";"Devroom Michał Doleżek";"5342014663";"05-805";"Otrębusy";"Mazowieckie";"Powiat pruszkowski";"09 Inne działania mające na celu pobudzanie badań, innowacji i przedsiębiorczości w MŚP";"osoba fizyczna prowadząca działalność gospodarczą - mikro przedsiębiorstwo";"00 Nie dotyczy";"POIG.05.04.01-14-104/08-01";"Tak";"2008/10/23";"2009/02/10"
"POIG.05.04.01-14-105/08-00";"Ochrona własności intelektualnej na obszarze UE innowacyjnych urządzeń wykorzystywanych przy rehabilitacji osób niepełnosprawnych.";"Program Operacyjny Innowacyjna Gospodarka";"POIG.05.00.00";"POIG.05.04.00";"POIG.05.04.01";"Mazowieckie";"Powiat m. st. Warszawa";"M. st. Warszawa";"13,280.00";"12,400.00";"5,580.00";"4,743.00";"Arleh Medical Sp. z o.o.";"5252322473";"00-490";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"09 Inne działania mające na celu pobudzanie badań, innowacji i przedsiębiorczości w MŚP";"spółka z ograniczoną odpowiedzialnością - mikro przedsiębiorstwo";"00 Nie dotyczy";"POIG.05.04.01-14-105/08-01";"Tak";"2008/12/15";"2008/12/19"
"POIG.05.04.01-14-107/08-00";"Sposób pomiaru i urządzeń do pomiaru zapylenia przepływającego gazu - międzynarodowa ochrona patentowa
";"Program Operacyjny Innowacyjna Gospodarka";"POIG.05.00.00";"POIG.05.04.00";"POIG.05.04.01";"Mazowieckie";"Powiat m. st. Warszawa";"M. st. Warszawa";"160,147.00";"149,800.00";"104,860.00";"89,131.00";"KAMIKA Instruments s.c. Kamińska Dorota, Kamiński Stanisław";"5222595054";"01-473";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"09 Inne działania mające na celu pobudzanie badań, innowacji i przedsiębiorczości w MŚP";"spółka cywilna prowadząca działalność w oparciu o umowę zawartą na podstawie KC - mikro przedsiębiorstwo";"00 Nie dotyczy";"";"";"2008/12/30";"2008/12/30"
"POIG.05.04.01-22-104/08-00";"Wsparcie na uzyskanie ochrony 12 wspólnotowych wzorów przemysłowych (konsole i obudowy urządzeń grzewczych, wentylacyjnych i klimatyzacyjnych)
";"Program Operacyjny Innowacyjna Gospodarka";"POIG.05.00.00";"POIG.05.04.00";"POIG.05.04.01";"Pomorskie";"Powiat m. Gdynia";"M. Gdynia";"12,767.60";"11,689.60";"5,260.00";"4,471.00";"Flowair Głogowski i Brzeziński Sp. j. ";"9581440661";"81-601";"Gdynia";"Pomorskie";"Powiat m. Gdynia";"09 Inne działania mające na celu pobudzanie badań, innowacji i przedsiębiorczości w MŚP";"spółka jawna - małe przedsiębiorstwo";"00 Nie dotyczy";"POIG.05.04.01-22-104/08-01";"Tak";"2008/11/12";"2008/11/19"
"POIG.05.04.01-22-107/08-00";"Zgłoszenie w procedurze międzynarodowej PCT wynalazku - zbiornika ciśnieniowego, zwłaszcza czterodennicowego - w celu uzyskanioa ochrony własności przemysłowej.";"Program Operacyjny Innowacyjna Gospodarka";"POIG.05.00.00";"POIG.05.04.00";"POIG.05.04.01";"Pomorskie";"Powiat m. Gdańsk";"M. Gdańsk";"92,104.00";"80,400.00";"56,280.00";"47,838.00";"Elpigaz Sp. z o.o.";"9570811415";"80-298";"Warszawa";"Pomorskie";"Powiat kartuski / Powiat m. Gdańsk";"09 Inne działania mające na celu pobudzanie badań, innowacji i przedsiębiorczości w MŚP";"spółka z ograniczoną odpowiedzialnością - średnie przedsiębiorstwo";"00 Nie dotyczy";"POIG.05.04.01-22-107/08-02";"Tak";"2008/12/29";"2008/12/29"
"POIG.05.04.01-24-101/08-01";"Emblemat magnetyczny 
";"Program Operacyjny Innowacyjna Gospodarka";"POIG.05.00.00";"POIG.05.04.00";"POIG.05.04.01";"Śląskie";"Powiat m. Katowice";"M. Katowice";"10,798.00";"9,808.00";"4,413.00";"3,751.05";"R.P.ART II Mirosław Pacyna";"6341876328";"40-587";"Katowice";"Śląskie";"Powiat m. Katowice";"09 Inne działania mające na celu pobudzanie badań, innowacji i przedsiębiorczości w MŚP";"osoba fizyczna prowadząca działalność gospodarczą - mikro przedsiębiorstwo";"00 Nie dotyczy";"POIG.05.04.01-24-101/08-01";"Tak";"2008/10/16";"2009/02/10"
"POIG.05.04.01-28-101/08-00";"Ochrona własności intelektualnej spółki BMT International Sp. z o.o.";"Program Operacyjny Innowacyjna Gospodarka";"POIG.05.00.00";"POIG.05.04.00";"POIG.05.04.01";"Warmińsko-mazurskie";"Powiat olsztyński";"Dobre Miasto";"23,220.00";"20,800.00";"14,560.00";"12,376.00";"BMT International Sp. z o.o.";"7393555186";"11-040";"Dobre Miasto";"Warmińsko-mazurskie";"Powiat olsztyński";"09 Inne działania mające na celu pobudzanie badań, innowacji i przedsiębiorczości w MŚP";"spółka z ograniczoną odpowiedzialnością - średnie przedsiębiorstwo";"00 Nie dotyczy";"POIG.05.04.01-28-101/08-01";"Tak";"2008/12/16";"2008/12/19"
"POIG.08.02.00-02-002/08-00";"Stworzenie nowej infrastruktury systemu informatycznego B2B dla spółki iPlay";"Program Operacyjny Innowacyjna Gospodarka";"POIG.08.00.00";"POIG.08.02.00";"";"Dolnośląskie";"Powiat m. Wrocław";"M. Wrocław";"622,200.00";"510,000.00";"255,000.00";"216,750.00";"""IPLAY"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";"8971691910";"50-950";"Wrocław";"";"";"15 Inne działania mające na celu poprawę dostępu MŚP do TIK i ich wydajne użytkowanie";"spółka z ograniczoną odpowiedzialnością - średnie przedsiębiorstwo";"00 Nie dotyczy";"";"";"2008/12/30";"2009/04/24"
"POIG.08.02.00-02-003/08-00";"Rozwój współpracy firmy VOTUM S.A z partnerami biznesowymi w oparciu o nowe rozwiązania informatyczne.";"Program Operacyjny Innowacyjna Gospodarka";"POIG.08.00.00";"POIG.08.02.00";"";"Dolnośląskie";"Powiat m. Wrocław";"M. Wrocław";"900,360.00";"900,360.00";"450,180.00";"382,653.00";"VOTUM SPÓŁKA AKCYJNA";"8992549057";"53-012";"Wrocław";"Dolnośląskie";"Powiat m. Wrocław";"14 Usługi i aplikacje dla MŚP (e-handel, kształcenie i szkolenie, tworzenie sieci itp.)";"spółka akcyjna - średnie przedsiębiorstwo";"00 Nie dotyczy";"POIG.08.02.00-02-003/08-02";"Nie";"2008/12/30";"2009/03/12"
"POIG.08.02.00-02-017/08-00";"OfensCV-platforma do zarządzania piłkarzami";"Program Operacyjny Innowacyjna Gospodarka";"POIG.08.00.00";"POIG.08.02.00";"";"Dolnośląskie";"Powiat m. Wrocław";"M. Wrocław";"663,400.00";"549,000.00";"274,000.00";"232,900.00";"OFENS Sp. z o.o.";"8942946224";"53-609";"Wrocław";"Dolnośląskie";"Powiat m. Wrocław";"14 Usługi i aplikacje dla MŚP (e-handel, kształcenie i szkolenie, tworzenie sieci itp.)";"spółka z ograniczoną odpowiedzialnością - średnie przedsiębiorstwo";"00 Nie dotyczy";"POIG.08.02.00-02-017/08-03";"Tak";"2008/12/30";"2009/03/12"
"POIG.08.02.00-04-001/08-00";"Internetowy system analizujący spółki giełdowe według kryteriów fundamentalnych i technicznych";"Program Operacyjny Innowacyjna Gospodarka";"POIG.08.00.00";"POIG.08.02.00";"";"Kujawsko-pomorskie";"Powiat m. Toruń";"M. Toruń";"1,244,400.00";"1,244,400.00";"871,080.00";"740,418.00";"MAR-KOM SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";"9562186322";"87-100";"Toruń";"Kujawsko-pomorskie";"Powiat m. Toruń / Powiat toruński";"15 Inne działania mające na celu poprawę dostępu MŚP do TIK i ich wydajne użytkowanie";"spółka z ograniczoną odpowiedzialnością - mikro przedsiębiorstwo";"00 Nie dotyczy";"POIG.08.02.00-04-001/08-01";"Tak";"2008/12/30";"2009/03/12"
"POIG.08.02.00-04-010/08-00";"System do transakcyjnego przetwarzania informacji zdarzeń użytkowników końcowych systemów informatycznych.";"Program Operacyjny Innowacyjna Gospodarka";"POIG.08.00.00";"POIG.08.02.00";"";"Kujawsko-pomorskie";"Powiat m. Toruń";"M. Toruń";"4,061,380.00";"3,329,000.00";"1,997,400.00";"1,697,790.00";"MLIFE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";"5213362936";"87-100";"Toruń";"Kujawsko-pomorskie";"Powiat m. Toruń / Powiat toruński";"15 Inne działania mające na celu poprawę dostępu MŚP do TIK i ich wydajne użytkowanie";"spółka z ograniczoną odpowiedzialnością - średnie przedsiębiorstwo";"00 Nie dotyczy";"POIG.08.02.00-04-010/08-01";"Tak";"2008/12/30";"2009/03/12"
"POIG.08.02.00-06-003/08-00";"Wdrożenie Zintegrowanego Systemu Informatycznego - narzędzia do automatycznej wymiany informacji pomiędzy współpracującymi przedsiębiorstwami branży medycznej. ";"Program Operacyjny Innowacyjna Gospodarka";"POIG.08.00.00";"POIG.08.02.00";"";"Lubelskie";"Powiat m. Lublin";"M. Lublin";"972,763.00";"972,763.00";"662,534.00";"563,153.90";"TOP-MEDICAL Sp. z o.o.";"7120151774";"20-601";"Lublin";"Lubelskie";"Powiat m. Lublin";"14 Usługi i aplikacje dla MŚP (e-handel, kształcenie i szkolenie, tworzenie sieci itp.)";"spółka z ograniczoną odpowiedzialnością - mikro przedsiębiorstwo";"00 Nie dotyczy";"POIG.08.02.00-06-003/08-02";"Tak";"2008/12/29";"2009/03/12"
"POIG.08.02.00-10-005/08-00";"Wdrożenie elektronicznej platformy typu B2B do obsługi serwisowej partnerów biznesowych";"Program Operacyjny Innowacyjna Gospodarka";"POIG.08.00.00";"POIG.08.02.00";"";"Łódzkie";"Powiat sieradzki";"Sieradz - miasto";"881,034.00";"567,050.00";"380,417.50";"323,354.87";"FiM Consulting Spółka z ograniczoną odpowiedzialnością";"5272329484";"01-227";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"14 Usługi i aplikacje dla MŚP (e-handel, kształcenie i szkolenie, tworzenie sieci itp.)";"spółka z ograniczoną odpowiedzialnością - mikro przedsiębiorstwo";"00 Nie dotyczy";"POIG.08.02.00-10-005/08-01";"Nie";"2008/12/30";"2009/03/20"
"POIG.08.02.00-12-001/08-00";"Zautomatyzowanie przepływu informacji techniczno-handlowej pomiędzy firmą SKAMER-ACM i firmami współpracującymi.";"Program Operacyjny Innowacyjna Gospodarka";"POIG.08.00.00";"POIG.08.02.00";"";"Małopolskie";"Powiat m. Kraków";"M. Kraków";"361,024.00";"300,569.00";"196,949.00";"167,406.65";"Przedsiębiorstwo Usługowo Produkcyjne SKAMER-ACM Sp. z o.o.";"8730006433";"33-100";"Tarnów";"Małopolskie";"Powiat m. Tarnów / Powiat tarnowski";"15 Inne działania mające na celu poprawę dostępu MŚP do TIK i ich wydajne użytkowanie";"spółka z ograniczoną odpowiedzialnością - średnie przedsiębiorstwo";"00 Nie dotyczy";"POIG.08.02.00-12-001/08-02";"Nie";"2008/12/29";"2009/03/27"
"POIG.08.02.00-12-001/08-00";"Zautomatyzowanie przepływu informacji techniczno-handlowej pomiędzy firmą SKAMER-ACM i firmami współpracującymi.";"Program Operacyjny Innowacyjna Gospodarka";"POIG.08.00.00";"POIG.08.02.00";"";"Małopolskie";"Powiat m. Tarnów";"M. Tarnów";"361,024.00";"300,569.00";"196,949.00";"167,406.65";"Przedsiębiorstwo Usługowo Produkcyjne SKAMER-ACM Sp. z o.o.";"8730006433";"33-100";"Tarnów";"Małopolskie";"Powiat m. Tarnów / Powiat tarnowski";"15 Inne działania mające na celu poprawę dostępu MŚP do TIK i ich wydajne użytkowanie";"spółka z ograniczoną odpowiedzialnością - średnie przedsiębiorstwo";"00 Nie dotyczy";"POIG.08.02.00-12-001/08-02";"Nie";"2008/12/29";"2009/03/27"
"POIG.08.02.00-12-012/08-00";"Biuro rachunkowe on-line";"Program Operacyjny Innowacyjna Gospodarka";"POIG.08.00.00";"POIG.08.02.00";"";"Małopolskie";"Powiat tarnowski";"Tarnów";"66,210.00";"54,270.00";"36,549.00";"31,066.65";"Kancelaria Podatkowo-Rachunkowa s.c. I.Węgrzyn M.Jarosz";"8731006725";"33-100";"Tarnów";"Małopolskie";"Powiat m. Tarnów / Powiat tarnowski";"15 Inne działania mające na celu poprawę dostępu MŚP do TIK i ich wydajne użytkowanie";"spółka cywilna prowadząca działalność w oparciu o umowę zawartą na podstawie KC - małe przedsiębiorstwo";"00 Nie dotyczy";"POIG.08.02.00-12-012/08-01";"Nie";"2008/12/29";"2009/04/08"
"POIG.08.02.00-12-017/08-00";"Dostosowaniu systemu informatycznego Kancelarii INTERTAX do systemów informatycznych firm współpracujących w celu usprawnienia wymiany informacji, uławtwienia bieżących kontaktów oraz poprawy bezpieczeństwa przesyłanych danych.";"Program Operacyjny Innowacyjna Gospodarka";"POIG.08.00.00";"POIG.08.02.00";"";"Małopolskie";"Powiat m. Tarnów";"M. Tarnów";"70,760.00";"58,000.00";"40,600.00";"34,510.00";"Kancelaria INTERTAX Bogusław Kędzior";"8730001393";"33-100";"Tarnów";"Małopolskie";"Powiat m. Tarnów / Powiat tarnowski";"15 Inne działania mające na celu poprawę dostępu MŚP do TIK i ich wydajne użytkowanie";"osoba fizyczna prowadząca działalność gospodarczą - mikro przedsiębiorstwo";"00 Nie dotyczy";"POIG.08.02.00-12-017/08-03";"Tak";"2008/12/29";"2009/03/27"
"POIG.08.02.00-12-023/08-01";"ZAKUP  I  WDROŻENIE  ZINTEGROWANEGO  SYSTEMU  DO ZARZĄDZANIA  BIUREM  PODRÓŻY  ";"Program Operacyjny Innowacyjna Gospodarka";"POIG.08.00.00";"POIG.08.02.00";"";"Małopolskie";"Powiat m. Kraków";"M. Kraków";"248,880.00";"204,000.00";"142,800.00";"121,380.00";"UTC PRYSZCZ,HYLIŃSKI SPÓŁKA JAWNA";"6792843325";"30-685";"Kraków";"Małopolskie";"Powiat m. Kraków";"15 Inne działania mające na celu poprawę dostępu MŚP do TIK i ich wydajne użytkowanie";"spółka jawna - małe przedsiębiorstwo";"00 Nie dotyczy";"POIG.08.02.00-12-023/08-02";"Tak";"2008/12/29";"2009/06/26"
"POIG.08.02.00-12-030/08-00";"Platforma xtech.pl 4.0 wersja międzynarodowa, jako innowacyjny system B2B.


";"Program Operacyjny Innowacyjna Gospodarka";"POIG.08.00.00";"POIG.08.02.00";"";"Małopolskie";"Powiat m. Kraków";"M. Kraków";"1,240,410.00";"1,033,500.00";"692,950.00";"589,007.50";"xtech.pl Serwisy branżowe Sp. z o.o.";"6762155023";"31-115";"Kraków";"Małopolskie";"Powiat m. Kraków";"14 Usługi i aplikacje dla MŚP (e-handel, kształcenie i szkolenie, tworzenie sieci itp.)";"spółka z ograniczoną odpowiedzialnością - małe przedsiębiorstwo";"00 Nie dotyczy";"POIG.08.02.00-12-030/08-01";"Nie";"2008/12/29";"2009/03/20"
"POIG.08.02.00-12-031/08-00";"Rozwój firmy SMAY Sp. z o.o przez wdrożenie systemu B2B";"Program Operacyjny Innowacyjna Gospodarka";"POIG.08.00.00";"POIG.08.02.00";"";"Małopolskie";"Powiat m. Kraków";"M. Kraków";"488,000.00";"400,000.00";"240,000.00";"204,000.00";"SMAY SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";"6782821888";"31-587";"Kraków";"Małopolskie";"Powiat m. Kraków";"14 Usługi i aplikacje dla MŚP (e-handel, kształcenie i szkolenie, tworzenie sieci itp.)";"spółka z ograniczoną odpowiedzialnością - średnie przedsiębiorstwo";"00 Nie dotyczy";"POIG.08.02.00-12-031/08-03";"Tak";"2008/12/29";"2009/04/01"
"POIG.08.02.00-12-033/08-00";"System teleinformatyczny dla potrzeb wymiany danych firmy Lido-Lang z partnerami oraz automatyzacji procesów biznesowych";"Program Operacyjny Innowacyjna Gospodarka";"POIG.08.00.00";"POIG.08.02.00";"";"Małopolskie";"Powiat m. Kraków";"M. Kraków";"1,502,000.00";"1,260,000.00";"892,000.00";"758,200.00";"BIURO TŁUMACZEŃ TECHNICZNYCH ""LIDO-LANG"" SPÓŁKA JAWNA ANDRZEJ, BARBARA I JERZY NEDOMA";"6792793975";"30-653";"Kraków";"Małopolskie";"Powiat m. Kraków";"14 Usługi i aplikacje dla MŚP (e-handel, kształcenie i szkolenie, tworzenie sieci itp.)";"spółka jawna - mikro przedsiębiorstwo";"00 Nie dotyczy";"POIG.08.02.00-12-033/08-03";"Tak";"2008/12/29";"2009/05/26"
"POIG.08.02.00-12-034/08-00";"Wdrożenie innowacyjnego teleinformatycznego systemu wymiany danych umożliwiającego rozwój współpracy w tym w ramach e-usług";"Program Operacyjny Innowacyjna Gospodarka";"POIG.08.00.00";"POIG.08.02.00";"";"Małopolskie";"Powiat m. Kraków";"M. Kraków";"2,609,254.94";"2,143,061.43";"1,518,343.39";"1,290,591.88";"Integer.pl Spółka Akcyjna";"6782881784";"30-624";"Kraków";"Małopolskie";"Powiat m. Kraków";"14 Usługi i aplikacje dla MŚP (e-handel, kształcenie i szkolenie, tworzenie sieci itp.)";"spółka akcyjna - małe przedsiębiorstwo";"00 Nie dotyczy";"";"";"2008/12/29";"2009/03/20"
"POIG.08.02.00-12-035/08-00";"Wdrożenie systemu do elektronicznego zarządzania relacjami biznesowymi w sieci sprzedaży ABM.";"Program Operacyjny Innowacyjna Gospodarka";"POIG.08.00.00";"POIG.08.02.00";"";"Małopolskie";"Powiat m. Kraków";"M. Kraków";"75,260.00";"62,500.00";"37,700.00";"32,045.00";"ABM S.A.";"6792469111";"30-719";"KRAKÓW";"Małopolskie";"Powiat m. Kraków";"14 Usługi i aplikacje dla MŚP (e-handel, kształcenie i szkolenie, tworzenie sieci itp.)";"spółka akcyjna - średnie przedsiębiorstwo";"00 Nie dotyczy";"POIG.08.02.00-12-035/08-02";"Tak";"2008/12/29";"2009/04/20"
"POIG.08.02.00-12-035/08-00";"Wdrożenie systemu do elektronicznego zarządzania relacjami biznesowymi w sieci sprzedaży ABM.";"Program Operacyjny Innowacyjna Gospodarka";"POIG.08.00.00";"POIG.08.02.00";"";"Podkarpackie";"Powiat przemyski";"Przemyśl";"75,260.00";"62,500.00";"37,700.00";"32,045.00";"ABM S.A.";"6792469111";"30-719";"KRAKÓW";"Małopolskie";"Powiat m. Kraków";"14 Usługi i aplikacje dla MŚP (e-handel, kształcenie i szkolenie, tworzenie sieci itp.)";"spółka akcyjna - średnie przedsiębiorstwo";"00 Nie dotyczy";"POIG.08.02.00-12-035/08-02";"Tak";"2008/12/29";"2009/04/20"
"POIG.08.02.00-12-037/08-01";"Budowa złożonego systemu CRM w zakresie zarządzania i dystrybucji certyfikatów kwalifikowanych MobiCert";"Program Operacyjny Innowacyjna Gospodarka";"POIG.08.00.00";"POIG.08.02.00";"";"Małopolskie";"Powiat m. Kraków";"M. Kraków";"597,800.00";"490,000.00";"343,000.00";"291,550.00";"MOBICERT SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";"6751399572";"31-503";"Kraków";"Małopolskie";"Powiat m. Kraków";"15 Inne działania mające na celu poprawę dostępu MŚP do TIK i ich wydajne użytkowanie";"spółka z ograniczoną odpowiedzialnością - mikro przedsiębiorstwo";"00 Nie dotyczy";"POIG.08.02.00-12-037/08-02";"Tak";"2008/12/29";"2009/06/18"
"POIG.08.02.00-12-044/08-01";"Stymulowanie rozwoju firmy poprzez zmianę procesu produkcyjnego i organizacyjnego dzięki uruchomieniu elektronicznych procesów biznesowych w CFE.";"Program Operacyjny Innowacyjna Gospodarka";"POIG.08.00.00";"POIG.08.02.00";"";"Małopolskie";"Powiat m. Kraków";"M. Kraków";"98,360.00";"81,200.00";"56,040.00";"47,634.00";"Centrum Funduszy Europejskich Strona i Wspólnicy Spółka Jawna";"6762279311";"31-023";"Kraków";"Małopolskie";"Powiat m. Kraków";"14 Usługi i aplikacje dla MŚP (e-handel, kształcenie i szkolenie, tworzenie sieci itp.)";"spółka jawna - mikro przedsiębiorstwo";"00 Nie dotyczy";"POIG.08.02.00-12-044/08-01";"Tak";"2008/12/29";"2009/06/18"
"POIG.08.02.00-14-008/08-00";"B2B dla VMI  SCM - biznes elektroniczny źródłem generacji przychodów i ograniczania kosztów w relacjach kooperacyjnych";"Program Operacyjny Innowacyjna Gospodarka";"POIG.08.00.00";"POIG.08.02.00";"";"Mazowieckie";"Powiat węgrowski";"Węgrów";"1,916,620.00";"1,571,000.00";"785,850.00";"667,972.50";"Addit Spółka z ograniczoną odpowiedzialnością";"8241002542";"07-100";"Węgrów";"Mazowieckie";"Powiat węgrowski";"15 Inne działania mające na celu poprawę dostępu MŚP do TIK i ich wydajne użytkowanie";"spółka z ograniczoną odpowiedzialnością - średnie przedsiębiorstwo";"00 Nie dotyczy";"POIG.08.02.00-14-008/08-02";"Nie";"2008/12/29";"2009/03/12"
"POIG.08.02.00-14-009/08-01";"System Integracji Informatycznej ELMEGA";"Program Operacyjny Innowacyjna Gospodarka";"POIG.08.00.00";"POIG.08.02.00";"";"Lubelskie";"Powiat m. Lublin";"M. Lublin";"103,415.80";"84,590.00";"46,315.00";"39,367.75";"Konsorcjum Hurtowni Elektrycznych ELMEGA spółka z o.o.";"5242489740";"03-237";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"14 Usługi i aplikacje dla MŚP (e-handel, kształcenie i szkolenie, tworzenie sieci itp.)";"spółka z ograniczoną odpowiedzialnością - mikro przedsiębiorstwo";"00 Nie dotyczy";"";"";"2008/12/30";"2009/06/17"
"POIG.08.02.00-14-009/08-01";"System Integracji Informatycznej ELMEGA";"Program Operacyjny Innowacyjna Gospodarka";"POIG.08.00.00";"POIG.08.02.00";"";"Łódzkie";"Powiat m. Łódź";"M. Łódź";"51,707.90";"42,295.00";"23,157.50";"19,683.88";"Konsorcjum Hurtowni Elektrycznych ELMEGA spółka z o.o.";"5242489740";"03-237";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"14 Usługi i aplikacje dla MŚP (e-handel, kształcenie i szkolenie, tworzenie sieci itp.)";"spółka z ograniczoną odpowiedzialnością - mikro przedsiębiorstwo";"00 Nie dotyczy";"";"";"2008/12/30";"2009/06/17"
"POIG.08.02.00-14-009/08-01";"System Integracji Informatycznej ELMEGA";"Program Operacyjny Innowacyjna Gospodarka";"POIG.08.00.00";"POIG.08.02.00";"";"Łódzkie";"Powiat zduńskowolski";"Zduńska Wola - miasto";"51,707.90";"42,295.00";"23,157.50";"19,683.88";"Konsorcjum Hurtowni Elektrycznych ELMEGA spółka z o.o.";"5242489740";"03-237";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"14 Usługi i aplikacje dla MŚP (e-handel, kształcenie i szkolenie, tworzenie sieci itp.)";"spółka z ograniczoną odpowiedzialnością - mikro przedsiębiorstwo";"00 Nie dotyczy";"";"";"2008/12/30";"2009/06/17"
