"id";"Typ";"Nazwa";"Numer umowy/decyzji";"Program Operacyjny <Nazwa>";"Oś priorytetowa <Kod>";"Działanie <Kod>";"Poddziałanie <Kod>";"Wartość ogółem";"Wydatki kwalifikowalne";"Dofinansowanie";"Dofinansowanie UE";"Nazwa beneficjenta";"NIP beneficjenta";"Kod pocztowy";"Miejscowość";"Województwo";"Powiat";"Temat priorytetu";"Forma prawna";"Obszar realizacji";"Ostatni Wniosek o płatność dla najbardziej aktualnej Umowy/Aneksu";"Projekt zakończony (Wniosek o płatność końcową)";"Data podpisania Umowy/Aneksu";"Data utworzenia w KSI SIMIK 07-13 Umowy/Aneksu"
"33-85";"Projekt";"Platforma Obsługi Nauki PLATON - Etap I: Kontener usług wspólnych";"POIG.02.03.00-00-028/08-04";"Program Operacyjny Innowacyjna Gospodarka";"POIG.02.00.00";"POIG.02.03.00";"";"84,328,672.71";"79,920,654.36";"79,920,654.36";"67,932,556.19";"Instytut Chemii Bioorganicznej PAN";"7770002062";"61-704";"Poznań";"Wielkopolskie";"Powiat m. Poznań";"11 Technologie informacyjne i komunikacyjne (dostęp, bezpieczeństwo, interoperacyjność, zapobieganie zagrożeniom, badania, innowacje, treści cyfrowe itp.)";"jednostka naukowa";"00 Nie dotyczy";"POIG.02.03.00-00-028/08-17";"Nie";"2011/01/19";"2011/01/27"
"33-86";"Projekt";"Platforma Informatyczna TEWI";"POIG.02.03.00-00-028/09-05";"Program Operacyjny Innowacyjna Gospodarka";"POIG.02.00.00";"POIG.02.03.00";"";"13,523,131.20";"13,523,131.20";"13,523,131.20";"11,494,661.52";"Politechnika Łódzka";"7270021895";"90-924";"Łódź";"Łódzkie";"Powiat m. Łódź";"11 Technologie informacyjne i komunikacyjne (dostęp, bezpieczeństwo, interoperacyjność, zapobieganie zagrożeniom, badania, innowacje, treści cyfrowe itp.)";"uczelnia wyższa";"00 Nie dotyczy";"";"";"2011/05/17";"2011/05/17"
"33-87";"Projekt";"Infrastruktura informatyczna Narodowego Centrum Badania Kondycji Fizycznej (NCBKF)";"POIG.02.03.00-00-030/09-04";"Program Operacyjny Innowacyjna Gospodarka";"POIG.02.00.00";"POIG.02.03.00";"";"5,166,416.00";"4,675,150.00";"4,675,150.00";"3,973,877.50";"Akademia Wychowania Fizycznego Józefa Piłsudskiego w Warszawie";"5250011875";"00-968";"Warszawa";"";"";"11 Technologie informacyjne i komunikacyjne (dostęp, bezpieczeństwo, interoperacyjność, zapobieganie zagrożeniom, badania, innowacje, treści cyfrowe itp.)";"uczelnia wyższa";"00 Nie dotyczy";"POIG.02.03.00-00-030/09-16";"Nie";"2011/03/30";"2011/03/31"
"33-88";"Projekt";"Rozbudowa 21 środowiskowych sieci teleinformatycznych nauki - NewMAN";"POIG.02.03.01-00-041/09-03";"Program Operacyjny Innowacyjna Gospodarka";"POIG.02.00.00";"POIG.02.03.00";"POIG.02.03.01";"80,746,802.82";"77,994,230.00";"77,994,230.00";"66,295,095.50";"Instytut Chemii Bioorganicznej PAN";"7770002062";"61-704";"Poznań";"Wielkopolskie";"Powiat m. Poznań";"02 Infrastruktura B+RT (w tym wyposażenie w sprzęt, oprzyrządowanie i szybkie sieci informatyczne łączące ośrodki badawcze) oraz specjalistyczne ośrodki kompetencji technologicznych";"jednostka naukowa";"00 Nie dotyczy";"POIG.02.03.01-00-041/09-11";"Nie";"2011/01/19";"2011/01/19"
"33-89";"Projekt";"Laboratorium Technik Semantycznych w Informatyce (LTS)";"POIG.02.03.01-00-074/10-01";"Program Operacyjny Innowacyjna Gospodarka";"POIG.02.00.00";"POIG.02.03.00";"POIG.02.03.01";"5,667,890.00";"5,149,120.00";"5,149,120.00";"4,376,752.00";"Instytut Technik Innowacyjnych EMAG";"6340125399";"40-189";"Katowice";"Śląskie";"Powiat m. Katowice";"02 Infrastruktura B+RT (w tym wyposażenie w sprzęt, oprzyrządowanie i szybkie sieci informatyczne łączące ośrodki badawcze) oraz specjalistyczne ośrodki kompetencji technologicznych";"jednostka naukowa";"00 Nie dotyczy";"POIG.02.03.01-00-074/10-03";"Nie";"2011/03/30";"2011/03/31"
"33-90";"Projekt";"Repozytorium Cyfrowe Instytutów Naukowych";"POIG.02.03.02-00-043/10-01";"Program Operacyjny Innowacyjna Gospodarka";"POIG.02.00.00";"POIG.02.03.00";"POIG.02.03.02";"36,347,949.15";"36,347,949.15";"36,347,949.15";"30,895,756.77";"Muzeum i Instytut Zoologii Polskiej Akademii Nauk";"5250008689";"00-679";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"11 Technologie informacyjne i komunikacyjne (dostęp, bezpieczeństwo, interoperacyjność, zapobieganie zagrożeniom, badania, innowacje, treści cyfrowe itp.)";"jednostka naukowa";"00 Nie dotyczy";"";"";"2011/05/30";"2011/05/31"
"33-91";"Projekt";"""MAYDAY EURO 2012"" Superkomputerowa platforma kontekstowej analizy strumieni danych multimedialnych do identyfikacji wyspecyfikowanych obiektów lub niebezpiecznych zdarzeń";"POIG.02.03.03-00-008/08-03";"Program Operacyjny Innowacyjna Gospodarka";"POIG.02.00.00";"POIG.02.03.00";"POIG.02.03.03";"16,316,384.00";"16,316,384.00";"16,316,384.00";"13,868,926.40";"Politechnika Gdańska";"5840203593";"80-952";"Gdańsk";"";"";"11 Technologie informacyjne i komunikacyjne (dostęp, bezpieczeństwo, interoperacyjność, zapobieganie zagrożeniom, badania, innowacje, treści cyfrowe itp.)";"uczelnia wyższa";"00 Nie dotyczy";"POIG.02.03.03-00-008/08-25";"Nie";"2011/02/22";"2011/01/17"
"33-92";"Projekt";"IQ Advisors - inkubator technologii informacyjnych i komunikacyjnych";"POIG.03.01.00-00-001/09-04";"Program Operacyjny Innowacyjna Gospodarka";"POIG.03.00.00";"POIG.03.01.00";"";"18,043,804.16";"17,687,040.00";"17,687,040.00";"15,033,984.00";"Ventures Hub Sp. z o.o.";"1132706683";"03-938";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka z ograniczoną odpowiedzialnością - średnie przedsiębiorstwo";"00 Nie dotyczy";"POIG.03.01.00-00-001/09-04-K01";"Nie";"2011/03/15";"2011/03/16"
"33-93";"Projekt";"Fabryka Innowacji";"POIG.03.01.00-00-002/09-03";"Program Operacyjny Innowacyjna Gospodarka";"POIG.03.00.00";"POIG.03.01.00";"";"19,623,879.04";"19,623,879.04";"19,623,879.04";"16,680,297.18";"Fundacja Towarzystwo Ekonomiczno - Społeczne";"5342193163";"02-691";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"fundacja";"00 Nie dotyczy";"";"";"2011/04/08";"2011/04/13"
"33-94";"Projekt";"Zwiększenie liczby innowacyjnych przedsiębiorstw poprzez dwuetapowe wsparcie  pomysłodawców projektów innowacyjnych";"POIG.03.01.00-00-003/09-04";"Program Operacyjny Innowacyjna Gospodarka";"POIG.03.00.00";"POIG.03.01.00";"";"22,557,992.52";"22,557,992.52";"22,557,992.52";"19,174,293.64";"AKCELERATOR INNOWACJI NOT SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";"5252448033";"00-050";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka z ograniczoną odpowiedzialnością - duże przedsiębiorstwo";"00 Nie dotyczy";"POIG.03.01.00-00-003/09-05";"Nie";"2011/03/29";"2011/03/29"
"33-95";"Projekt";"LMS DigitalFarm - kapitał dla innowacyjnych przedsięwzięć marketingowych";"POIG.03.01.00-00-003/10-00";"Program Operacyjny Innowacyjna Gospodarka";"POIG.03.00.00";"POIG.03.01.00";"";"9,566,120.00";"9,566,120.00";"9,566,120.00";"8,131,202.00";"LMS Spółka z ograniczoną odpowiedzialnością";"7781451409";"61-734";"Poznań";"Wielkopolskie";"Powiat m. Poznań";"62 Rozwój systemów i strategii uczenia się przez całe życie w przedsiębiorstwach; szkolenia i usługi na rzecz zwiększenia zdolności adaptacyjnych pracowników do zmian; promowanie przedsiębiorczości i innowacji";"spółka z ograniczoną odpowiedzialnością - mikro przedsiębiorstwo";"00 Nie dotyczy";"POIG.03.01.00-00-003/10-01";"Nie";"2011/04/04";"2011/04/07"
"33-96";"Projekt";"InQbe – inkubator projektów technologicznych i internetowych";"POIG.03.01.00-00-004/08-10";"Program Operacyjny Innowacyjna Gospodarka";"POIG.03.00.00";"POIG.03.01.00";"";"20,469,444.82";"20,469,444.82";"20,469,444.82";"17,399,028.10";"InQbe Sp. z o. o.";"5242568712";"10-950";"Olsztyn";"";"";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka z ograniczoną odpowiedzialnością - średnie przedsiębiorstwo";"00 Nie dotyczy";"";"";"2011/05/12";"2011/05/31"
"33-97";"Projekt";"INNOWACJA KLUCZEM DO SUKCESU";"POIG.03.01.00-00-005/08-06";"Program Operacyjny Innowacyjna Gospodarka";"POIG.03.00.00";"POIG.03.01.00";"";"20,527,749.78";"20,527,749.78";"20,527,749.78";"17,448,587.31";"Bełchatowsko Kleszczowski Park Przemysłowo Technologiczny Sp. z o.o.";"7692018378";"97-400";"Bełchatów";"Łódzkie";"Powiat bełchatowski";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka z ograniczoną odpowiedzialnością - duże przedsiębiorstwo";"00 Nie dotyczy";"POIG.03.01.00-00-005/08-09";"Nie";"2011/03/14";"2011/03/14"
"33-98";"Projekt";"incuBIT.NETable - Instytut preinkubacji i komercjalizacji przedsięwzięć opartych na technologiach sektora Internet/Mobile";"POIG.03.01.00-00-006/08-07";"Program Operacyjny Innowacyjna Gospodarka";"POIG.03.00.00";"POIG.03.01.00";"";"18,663,083.14";"18,663,083.14";"18,663,083.14";"15,863,620.67";"Trinity Adventure Spółka z ograniczoną odpowiedzialnością";"6751391866";"50-079";"Wrocław";"Dolnośląskie";"Powiat m. Wrocław";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka z ograniczoną odpowiedzialnością - małe przedsiębiorstwo";"00 Nie dotyczy";"POIG.03.01.00-00-006/08-14";"Nie";"2011/03/25";"2011/04/04"
"33-99";"Projekt";"„SpeedUp IQbator – inteligentny kapitał dla innowacyjnych przedsiewziec”";"POIG.03.01.00-00-008/09-03";"Program Operacyjny Innowacyjna Gospodarka";"POIG.03.00.00";"POIG.03.01.00";"";"14,397,567.50";"14,397,567.50";"14,397,567.50";"12,237,932.38";"SpeedUp IQbator Sp. z o.o.";"7781461566";"61-775";"Poznan";"Wielkopolskie";"Powiat m. Poznań";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka z ograniczoną odpowiedzialnością - mikro przedsiębiorstwo";"00 Nie dotyczy";"";"";"2011/03/15";"2011/04/13"
"33-100";"Projekt";"S2B Science 2 Business Inkubator Innowacyjnosci";"POIG.03.01.00-00-009/09-02";"Program Operacyjny Innowacyjna Gospodarka";"POIG.03.00.00";"POIG.03.01.00";"";"19,616,681.48";"19,616,681.48";"19,616,681.48";"16,674,179.26";"Fundacja Na Rzecz Budowy Społeczeństwa Opartego Na Wiedzy ""Nowe Media""";"7393369041";"10-718";"Olsztyn";"Warmińsko-mazurskie";"Powiat m. Olsztyn";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"fundacja";"00 Nie dotyczy";"POIG.03.01.00-00-009/09-05";"Nie";"2011/03/23";"2011/03/28"
"33-101";"Projekt";"NICKEL INKUBATOR – wsparcie innowacyjnych pomysłów biznesowych";"POIG.03.01.00-00-010/10-00";"Program Operacyjny Innowacyjna Gospodarka";"POIG.03.00.00";"POIG.03.01.00";"";"9,475,478.00";"9,475,478.00";"9,475,478.00";"8,054,156.30";"Nickel Technology Park Poznań sp. z o.o.";"7811719243";"62-002";"Złotniki";"Wielkopolskie";"Powiat poznański";"62 Rozwój systemów i strategii uczenia się przez całe życie w przedsiębiorstwach; szkolenia i usługi na rzecz zwiększenia zdolności adaptacyjnych pracowników do zmian; promowanie przedsiębiorczości i innowacji";"spółka z ograniczoną odpowiedzialnością - średnie przedsiębiorstwo";"00 Nie dotyczy";"POIG.03.01.00-00-010/10-01";"Nie";"2011/03/25";"2011/04/06"
"33-102";"Projekt";"KIGMED.eu - Inkubator Innowacyjnych Technologii dla e-Medycyny";"POIG.03.01.00-00-011/10-00";"Program Operacyjny Innowacyjna Gospodarka";"POIG.03.00.00";"POIG.03.01.00";"";"9,965,404.00";"9,965,404.00";"9,965,404.00";"8,470,593.40";"Krajowa Izba Gospodarcza";"5260001708";"00-074";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"62 Rozwój systemów i strategii uczenia się przez całe życie w przedsiębiorstwach; szkolenia i usługi na rzecz zwiększenia zdolności adaptacyjnych pracowników do zmian; promowanie przedsiębiorczości i innowacji";"samorząd gospodarczy i zawodowy";"00 Nie dotyczy";"POIG.03.01.00-00-011/10-01";"Nie";"2011/03/21";"2011/03/21"
"33-103";"Projekt";"Inicjowanie innowacyjnych przedsięwzięć gospodarczych wykorzystujących potencjał lotnictwa lekkiego";"POIG.03.01.00-00-012/09-04";"Program Operacyjny Innowacyjna Gospodarka";"POIG.03.00.00";"POIG.03.01.00";"";"10,811,006.00";"10,742,600.00";"10,742,600.00";"9,131,210.00";"Bielski Park Technologiczny Lotnictwa, Przedsiębiorczości i Innowacji Sp. z o.o.";"5480018674";"43-512";"Kaniów";"Śląskie";"Powiat bielski";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka z ograniczoną odpowiedzialnością - małe przedsiębiorstwo";"00 Nie dotyczy";"POIG.03.01.00-00-012/09-06";"Nie";"2011/03/24";"2011/03/28"
"33-104";"Projekt";"Zainwestujmy w Innowacje - Inkubator Technologiczny";"POIG.03.01.00-00-012/10-00";"Program Operacyjny Innowacyjna Gospodarka";"POIG.03.00.00";"POIG.03.01.00";"";"9,810,200.00";"9,810,200.00";"9,810,200.00";"7,357,650.00";"Centrum Innowacji i Transferu Technologii Lubelskiego Parku Naukowo - Technologicznego Sp. z o.o.";"9462394541";"20-262";"Lublin";"Lubelskie";"Powiat m. Lublin";"62 Rozwój systemów i strategii uczenia się przez całe życie w przedsiębiorstwach; szkolenia i usługi na rzecz zwiększenia zdolności adaptacyjnych pracowników do zmian; promowanie przedsiębiorczości i innowacji";"spółka z ograniczoną odpowiedzialnością - małe przedsiębiorstwo";"00 Nie dotyczy";"POIG.03.01.00-00-012/10-01";"Nie";"2011/03/15";"2011/03/16"
"33-105";"Projekt";"Akcelerator EIT+ spółek innowacyjnych o hybrydowym profilu branżowym";"POIG.03.01.00-00-013/09-06";"Program Operacyjny Innowacyjna Gospodarka";"POIG.03.00.00";"POIG.03.01.00";"";"13,226,104.29";"13,047,700.00";"13,047,700.00";"11,090,545.00";"Wrocławskie Centrum Badań EIT+ Sp.z.o.o";"8942930022";"54-066";"WROCŁAW";"Dolnośląskie";"Powiat m. Wrocław";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka z ograniczoną odpowiedzialnością - duże przedsiębiorstwo";"00 Nie dotyczy";"";"";"2011/04/28";"2011/05/11"
"33-106";"Projekt";"Inkubowanie nowych innowacyjnych spółek w Krakowskim Parku Technologicznym";"POIG.03.01.00-00-015/09-05";"Program Operacyjny Innowacyjna Gospodarka";"POIG.03.00.00";"POIG.03.01.00";"";"20,177,214.06";"20,177,214.06";"20,177,214.06";"17,150,631.95";"Fundusz Zalążkowy KPT SP. z o.o.";"6751410670";"31-864";"Kraków";"Małopolskie";"Powiat m. Kraków";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka z ograniczoną odpowiedzialnością - duże przedsiębiorstwo";"00 Nie dotyczy";"POIG.03.01.00-00-015/09-06";"Nie";"2011/05/06";"2011/05/10"
"33-107";"Projekt";"Inkubator Innowacji";"POIG.03.01.00-00-015/10-00";"Program Operacyjny Innowacyjna Gospodarka";"POIG.03.00.00";"POIG.03.01.00";"";"9,164,600.00";"9,164,600.00";"9,164,600.00";"7,789,910.00";"Poznański Akademicki Inkubator Przedsiębiorczości";"9721127971";"60-536";"Poznań";"Wielkopolskie";"Powiat m. Poznań";"62 Rozwój systemów i strategii uczenia się przez całe życie w przedsiębiorstwach; szkolenia i usługi na rzecz zwiększenia zdolności adaptacyjnych pracowników do zmian; promowanie przedsiębiorczości i innowacji";"stowarzyszenie";"00 Nie dotyczy";"POIG.03.01.00-00-015/10-01";"Nie";"2011/03/25";"2011/04/05"
"33-108";"Projekt";"Dofinansowanie projektu wsparcia innowacyjnych przedsięwzięć przez ARP S.A. w latach 2010 – 2015";"POIG.03.01.00-00-017/09-03";"Program Operacyjny Innowacyjna Gospodarka";"POIG.03.00.00";"POIG.03.01.00";"";"17,961,409.55";"17,961,409.55";"17,961,409.55";"15,267,198.12";"Agencja Rozwoju Pomorza S.A.";"5830002002";"80-387";"Gdańsk";"Pomorskie";"Powiat m. Gdańsk";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka akcyjna - duże przedsiębiorstwo";"00 Nie dotyczy";"";"";"2011/05/17";"2011/05/20"
"33-109";"Projekt";"Karpacki Akcelerator Innowacji Informatycznych";"POIG.03.01.00-00-023/09-02";"Program Operacyjny Innowacyjna Gospodarka";"POIG.03.00.00";"POIG.03.01.00";"";"3,993,480.00";"3,993,480.00";"3,993,480.00";"3,394,458.00";"Instytut Karpacki";"7343010817";"33-300";"Nowy Sacz";"Małopolskie";"Powiat m. Nowy Sącz / Powiat nowosądecki";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"fundacja";"00 Nie dotyczy";"";"";"2011/04/06";"2011/04/19"
"33-110";"Projekt";"Siec Inwestorów KPT jako platforma wspierania inwestycji w MSP";"POIG.03.03.01-00-001/09-04";"Program Operacyjny Innowacyjna Gospodarka";"POIG.03.00.00";"POIG.03.03.00";"POIG.03.03.01";"992,672.73";"992,672.73";"992,672.73";"843,771.82";"Krakowski Park Technologiczny Sp. z o.o";"6751157834";"31-864";"Kraków";"Małopolskie";"Powiat m. Kraków";"05 Usługi w zakresie zaawansowanego wsparcia dla przedsiębiorstw i grup przedsiębiorstw";"spółka z ograniczoną odpowiedzialnością - duże przedsiębiorstwo";"00 Nie dotyczy";"POIG.03.03.01-00-001/09-06";"Nie";"2011/04/21";"2011/04/26"
"33-111";"Projekt";"Gildia Aniołów Biznesu";"POIG.03.03.01-00-005/09-06";"Program Operacyjny Innowacyjna Gospodarka";"POIG.03.00.00";"POIG.03.03.00";"POIG.03.03.01";"7,457,764.95";"7,457,764.95";"7,457,764.95";"6,339,100.21";"Łódzka Agencja Rozwoju Regionalnego S.A. ";"7250005574";"90-002";"Łódź ";"Łódzkie";"Powiat m. Łódź";"05 Usługi w zakresie zaawansowanego wsparcia dla przedsiębiorstw i grup przedsiębiorstw";"spółka akcyjna - duże przedsiębiorstwo";"00 Nie dotyczy";"";"";"2011/04/18";"2011/05/11"
"33-112";"Projekt";"VENTURE MULTITOUCH - wielopłaszczyznowa platforma dostarczania inteligentnego kapitału przedsiębiorstwom technologicznym.";"POIG.03.03.01-00-018/09-02";"Program Operacyjny Innowacyjna Gospodarka";"POIG.03.00.00";"POIG.03.03.00";"POIG.03.03.01";"3,195,958.00";"3,195,958.00";"3,195,958.00";"2,716,564.30";"SpeedUp IQbator Sp. z o.o.";"7781461566";"61-775";"Poznań";"Wielkopolskie";"Powiat m. Poznań";"05 Usługi w zakresie zaawansowanego wsparcia dla przedsiębiorstw i grup przedsiębiorstw";"spółka z ograniczoną odpowiedzialnością - mikro przedsiębiorstwo";"00 Nie dotyczy";"";"";"2011/04/08";"2011/04/22"
"33-113";"Projekt";"Ogólnopolska sieć inwestorów prywatnych - aktywizacja oraz kojarzenie inwestorów ze środowiskiem MSP";"POIG.03.03.01-00-021/09-03";"Program Operacyjny Innowacyjna Gospodarka";"POIG.03.00.00";"POIG.03.03.00";"POIG.03.03.01";"6,500,595.06";"6,500,595.06";"6,500,595.06";"5,525,505.80";"Trinity Capital Business Network spółka z ograniczoną odpowiedzialnością spółka komandytowa";"8971742168";"50-079";"Wrocław";"Dolnośląskie";"Powiat m. Wrocław";"05 Usługi w zakresie zaawansowanego wsparcia dla przedsiębiorstw i grup przedsiębiorstw";"spółka komandytowa - mikro przedsiębiorstwo";"00 Nie dotyczy";"POIG.03.03.01-00-021/09-06";"Nie";"2011/03/02";"2011/03/02"
"33-114";"Projekt";"Finansuj.pl";"POIG.03.03.01-00-023/09-04";"Program Operacyjny Innowacyjna Gospodarka";"POIG.03.00.00";"POIG.03.03.00";"POIG.03.03.01";"3,757,545.00";"3,757,545.00";"3,757,545.00";"3,193,913.25";"Fundacja Obserwatorium Zarządzania";"7010000181";"00-586";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"05 Usługi w zakresie zaawansowanego wsparcia dla przedsiębiorstw i grup przedsiębiorstw";"fundacja";"00 Nie dotyczy";"";"";"2011/02/28";"2011/03/29"
"33-115";"Projekt";"Inwestycje kapitałowe dla innowacyjnych przedsięwzięć";"POIG.03.03.01-00-024/09-03";"Program Operacyjny Innowacyjna Gospodarka";"POIG.03.00.00";"POIG.03.03.00";"POIG.03.03.01";"1,733,705.91";"1,589,533.75";"1,589,533.75";"1,351,103.68";"Agencja Rozwoju Lokalnego SA";"6320011505";"43-600";"Jaworzno";"Śląskie";"Powiat m. Jaworzno";"05 Usługi w zakresie zaawansowanego wsparcia dla przedsiębiorstw i grup przedsiębiorstw";"spółka akcyjna - małe przedsiębiorstwo";"00 Nie dotyczy";"";"";"2011/03/02";"2011/03/29"
"33-116";"Projekt";"Platforma HI-TECH. System Identyfikowania i Wspierania Inwestycji w Zaawansowane Technologie";"POIG.03.03.01-00-031/09-03";"Program Operacyjny Innowacyjna Gospodarka";"POIG.03.00.00";"POIG.03.03.00";"POIG.03.03.01";"1,393,155.04";"1,393,155.04";"1,393,155.04";"1,184,181.78";"INVESTIN Spółka z ograniczoną odpowiedzialnością";"5252245152";"00-660";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"05 Usługi w zakresie zaawansowanego wsparcia dla przedsiębiorstw i grup przedsiębiorstw";"spółka z ograniczoną odpowiedzialnością - mikro przedsiębiorstwo";"00 Nie dotyczy";"";"";"2011/02/25";"2011/02/25"
"33-117";"Projekt";"Ponadregionalna Sieć Aniołów Biznesu - Innowacja ";"POIG.03.03.01-00-032/09-02";"Program Operacyjny Innowacyjna Gospodarka";"POIG.03.00.00";"POIG.03.03.00";"POIG.03.03.01";"9,023,370.00";"9,023,370.00";"9,023,370.00";"7,669,864.50";"Fundacja Instytut Nauk Ekonomicznych i Społecznych";"9512248392";"02-792";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"62 Rozwój systemów i strategii uczenia się przez całe życie w przedsiębiorstwach; szkolenia i usługi na rzecz zwiększenia zdolności adaptacyjnych pracowników do zmian; promowanie przedsiębiorczości i innowacji";"fundacja";"00 Nie dotyczy";"POIG.03.03.01-00-032/09-02-K01";"Nie";"2011/02/08";"2011/02/14"
"33-118";"Projekt";"Aktywizacja i podnoszenie kompetencji podmiotów rynku aniołów biznesu w Polsce";"POIG.03.03.01-00-855/08-09";"Program Operacyjny Innowacyjna Gospodarka";"POIG.03.00.00";"POIG.03.03.00";"POIG.03.03.01";"14,624,246.00";"14,624,246.00";"14,624,246.00";"12,430,609.10";"Polska Konfederacja Pracodawców Prywatnych Lewiatan";"5262353400";"00-591";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"05 Usługi w zakresie zaawansowanego wsparcia dla przedsiębiorstw i grup przedsiębiorstw";"organizacja pracodawców";"00 Nie dotyczy";"POIG.03.03.01-00-855/08-14";"Nie";"2011/03/18";"2011/03/18"
"33-119";"Projekt";"Inwestycje w innowacyjne przedsięwzięcia z sektora MSP";"POIG.03.03.01-00-866/08-04";"Program Operacyjny Innowacyjna Gospodarka";"POIG.03.00.00";"POIG.03.03.00";"POIG.03.03.01";"3,593,898.04";"3,593,898.04";"3,593,898.04";"3,054,813.33";"Dolnośląska Agencja Rozwoju Regionalnego S.A";"8860003433";"58-300";"Wałbrzych";"Dolnośląskie";"Powiat wałbrzyski";"05 Usługi w zakresie zaawansowanego wsparcia dla przedsiębiorstw i grup przedsiębiorstw";"spółka akcyjna - duże przedsiębiorstwo";"00 Nie dotyczy";"POIG.03.03.01-00-866/08-10";"Nie";"2011/05/12";"2011/05/13"
"33-120";"Projekt";"SIEĆ INWESTORÓW PRYWATNYCH SATUS";"POIG.03.03.01-00-869/08-07";"Program Operacyjny Innowacyjna Gospodarka";"POIG.03.00.00";"POIG.03.03.00";"POIG.03.03.01";"6,503,509.73";"6,503,509.73";"6,503,509.73";"5,527,983.27";"SATUS Venture Sp. z o.o. ";"9372456190";"30-063";"Kraków";"Małopolskie";"Powiat m. Kraków";"05 Usługi w zakresie zaawansowanego wsparcia dla przedsiębiorstw i grup przedsiębiorstw";"spółka z ograniczoną odpowiedzialnością - duże przedsiębiorstwo";"00 Nie dotyczy";"POIG.03.03.01-00-869/08-11";"Nie";"2011/03/25";"2011/03/25"
