"id";"Typ";"Nazwa";"Numer umowy/decyzji";"Program Operacyjny <Nazwa>";"Oś priorytetowa <Kod>";"Działanie <Kod>";"Poddziałanie <Kod>";"Wartość ogółem";"Wydatki kwalifikowalne";"Dofinansowanie";"Dofinansowanie UE";"Nazwa beneficjenta";"NIP beneficjenta";"Kod pocztowy";"Miejscowość";"Województwo";"Powiat";"Temat priorytetu";"Forma prawna";"Obszar realizacji";"Ostatni Wniosek o płatność dla najbardziej aktualnej Umowy/Aneksu";"Projekt zakończony (Wniosek o płatność końcową)";"Data podpisania Umowy/Aneksu";"Data utworzenia w KSI SIMIK 07-13 Umowy/Aneksu"
"33-299";"Projekt";"RPD sektora środowisko na 2009 rok (WFOŚiGW w Szczecinie)";"POIS.15.01.00-00-215/09-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.15.00.00";"POIS.15.01.00";"";"1,213,336.00";"1,213,336.00";"1,031,335.60";"1,031,335.60";"Wojewódzki Fundusz Ochrony Środowiska i Gospodarki Wodnej w Szczecinie";"8510010504";"71-323";"Szczecin";"Zachodniopomorskie";"Powiat m. Szczecin";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"fundusz - małe przedsiębiorstwo";"00 Nie dotyczy";"POIS.15.01.00-00-215/09-01";"Nie";"2010/07/01";"2010/09/09"
"33-300";"Projekt";"RPD sektora środowisko na 2009 rok (WFOŚiGW w Toruniu)";"POIS.15.01.00-00-216/09-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.15.00.00";"POIS.15.01.00";"";"1,250,657.00";"988,488.00";"840,214.80";"840,214.80";"Wojewódzki Fundusz Ochrony Srodowiska i Gospodarki Wodnej w Toruniu";"9561223682";"88-100";"Toruń";"Kujawsko-pomorskie";"Powiat inowrocławski";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"fundusz - małe przedsiębiorstwo";"00 Nie dotyczy";"POIS.15.01.00-00-216/09-01";"Tak";"2010/07/01";"2010/09/10"
"33-301";"Projekt";"RPD sektora środowisko na 2009 rok (WFOŚiGW w Warszawie)";"POIS.15.01.00-00-217/09-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.15.00.00";"POIS.15.01.00";"";"1,329,534.00";"910,255.00";"773,716.75";"773,716.75";"Wojewódzki Fundusz Ochrony Środowiska w Warszawie";"5252088391";"02-743";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"fundusz - średnie przedsiębiorstwo";"00 Nie dotyczy";"POIS.15.01.00-00-217/09-01";"Tak";"2010/07/01";"2010/09/08"
"33-302";"Projekt";"RPD sektora środowisko na 2009 rok (WFOŚiGW we Wrocławiu)";"POIS.15.01.00-00-218/09-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.15.00.00";"POIS.15.01.00";"";"896,534.00";"710,331.00";"603,781.35";"603,781.35";"Wojewódzki Fundusz Ochrony Środowiska i Gospodarki Wodnej we Wrocławiu";"8961001536";"53-148";"Wrocław";"Dolnośląskie";"Powiat m. Wrocław";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"fundusz - średnie przedsiębiorstwo";"00 Nie dotyczy";"POIS.15.01.00-00-218/09-01";"Tak";"2010/07/01";"2010/09/13"
"33-303";"Projekt";"RPD sektora środowisko na 2009 rok (CKPŚ)";"POIS.15.01.00-00-220/09-01";"Program Operacyjny Infrastruktura i Środowisko";"POIS.15.00.00";"POIS.15.01.00";"";"2,067,518.96";"1,789,144.43";"1,520,772.76";"1,520,772.76";"Centrum Koordynacji Projektów Środowiskowych";"7010041263";"02-362";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"państwowa jednostka organizacyjna";"00 Nie dotyczy";"POIS.15.01.00-00-220/09-01";"Tak";"2010/09/20";"2010/10/12"
"33-304";"Projekt";"RPD sektora transport na rok 2010 (MI)";"POIS.15.01.00-00-301/10-02";"Program Operacyjny Infrastruktura i Środowisko";"POIS.15.00.00";"POIS.15.01.00";"";"1,261,200.00";"1,261,200.00";"1,261,200.00";"1,072,020.00";"MINISTERSTWO INFRASTRUKTURY";"7010095164";"00-928";"WARSZAWA";"Mazowieckie";"Powiat m. st. Warszawa";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"organ władzy, administracji rządowej";"00 Nie dotyczy";"POIS.15.01.00-00-301/10-02";"Nie";"2010/12/29";"2011/01/03"
"33-305";"Projekt";"RPD sektora transportu na rok 2009 (CUPT)";"POIS.15.01.00-00-302/09-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.15.00.00";"POIS.15.01.00";"";"28,345,547.00";"28,345,547.00";"28,345,547.00";"24,093,714.95";"Centrum Unijnych Projektów Transportowych";"7010071270";"00-203";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"państwowa jednostka organizacyjna";"00 Nie dotyczy";"POIS.15.01.00-00-302/09-01";"Tak";"2010/01/20";"2010/01/22"
"33-306";"Projekt";"RPD sektora energetyka na rok 2010 (MG)";"POIS.15.01.00-00-401/10-02";"Program Operacyjny Infrastruktura i Środowisko";"POIS.15.00.00";"POIS.15.01.00";"";"786,550.00";"786,550.00";"786,550.00";"668,567.50";"Ministerstwo Gospodarki";"5262897181";"00-507";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"organ władzy, administracji rządowej";"00 Nie dotyczy";"POIS.15.01.00-00-401/10-02";"Nie";"2010/12/23";"2010/12/31"
"33-307";"Projekt";"RPD sektora energetyka za rok 2009 (NFOŚiGW)";"POIS.15.01.00-00-402/09-01";"Program Operacyjny Infrastruktura i Środowisko";"POIS.15.00.00";"POIS.15.01.00";"";"5,810,362.00";"2,644,310.00";"2,247,663.50";"2,247,663.50";"Narodowy Fundusz Ochrony Środowiska i Gospodarki Wodnej";"5220018559";"02-672";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"fundusz - duże przedsiębiorstwo";"00 Nie dotyczy";"POIS.15.01.00-00-402/09-04";"Tak";"2010/01/29";"2010/02/09"
"33-308";"Projekt";"RPD sektora energetyka za rok 2009 (IPiEO)";"POIS.15.01.00-00-403/09-01";"Program Operacyjny Infrastruktura i Środowisko";"POIS.15.00.00";"POIS.15.01.00";"";"3,643,622.00";"3,448,822.00";"3,448,822.00";"2,931,498.70";"Instytut Paliw i Energii Odnawialnej";"5250009418";"03-301";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"państwowa jednostka organizacyjna";"00 Nie dotyczy";"POIS.15.01.00-00-403/09-05-K02";"Tak";"2010/01/29";"2010/02/09"
"33-309";"Projekt";"RPD sektora energetyka na rok 2010 (IPiEO)";"POIS.15.01.00-00-403/10-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.15.00.00";"POIS.15.01.00";"";"750,000.00";"650,000.00";"650,000.00";"552,500.00";"Instytut Paliw i Enegrii Odnawialnej";"5250009418";"03-301";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"państwowa jednostka organizacyjna";"00 Nie dotyczy";"POIS.15.01.00-00-403/10-03-K01";"Tak";"2010/04/20";"2010/04/26"
"33-310";"Projekt";"RPD sektora energetyka za rok 2009 (INiG)";"POIS.15.01.00-00-404/09-01";"Program Operacyjny Infrastruktura i Środowisko";"POIS.15.00.00";"POIS.15.01.00";"";"2,400,163.00";"2,399,900.00";"2,399,900.00";"2,039,915.00";"Instytut Nafty i Gazu";"6750001277";"31-503";"Kraków";"Małopolskie";"Powiat m. Kraków";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"państwowa jednostka organizacyjna";"00 Nie dotyczy";"POIS.15.01.00-00-404/09-03";"Nie";"2010/01/29";"2010/02/09"
"33-311";"Projekt";"RPD sektora środowisko na rok 2009 (MŚ)";"POIS.15.02.00-00-201/09-01";"Program Operacyjny Infrastruktura i Środowisko";"POIS.15.00.00";"POIS.15.02.00";"";"1,542,416.00";"1,542,416.00";"1,542,416.00";"1,311,053.60";"Ministerstwo Środowiska";"5261647453";"00-922";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"organ władzy, administracji rządowej";"00 Nie dotyczy";"";"";"2010/08/24";"2010/09/13"
"33-312";"Projekt";"RPD sektora środowisko na 2009 rok (NFOŚiGW)";"POIS.15.02.00-00-202/09-01";"Program Operacyjny Infrastruktura i Środowisko";"POIS.15.00.00";"POIS.15.02.00";"";"457,499.00";"457,499.00";"388,874.15";"388,874.15";"Narodowy Fundusz Ochrony Środowiska i Gospodarki Wodnej";"5220018559";"02-673";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"fundusz - duże przedsiębiorstwo";"00 Nie dotyczy";"";"";"2010/09/20";"2010/11/29"
"33-313";"Projekt";"RPD sektora środowisko na 2009 rok (WFOŚiGW w Białymstoku)";"POIS.15.02.00-00-203/09-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.15.00.00";"POIS.15.02.00";"";"50,000.00";"50,000.00";"42,500.00";"42,500.00";"Wojewódzki Fundusz Ochrony Środowiska i Gospodarki Wodnej w Białymstoku";"5421952597";"15-879";"Białystok";"Podlaskie";"Powiat m. Białystok";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"fundusz - małe przedsiębiorstwo";"00 Nie dotyczy";"POIS.15.02.00-00-203/09-01";"Tak";"2010/07/01";"2010/09/08"
"33-314";"Projekt";"RPD sektora środowisko na 2009 rok (WFOŚiGW w Gdańsku)";"POIS.15.02.00-00-204/09-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.15.00.00";"POIS.15.02.00";"";"74,600.00";"74,600.00";"63,410.00";"63,410.00";"Wojewódzki Fundusz Ochrony Środowiska i Gospodarki Wodnej w Gdańsku";"5832094563";"80-837";"Gdańsk";"Pomorskie";"Powiat m. Gdańsk";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"fundusz - małe przedsiębiorstwo";"00 Nie dotyczy";"POIS.15.02.00-00-204/09-01";"Tak";"2010/07/02";"2010/09/09"
"33-315";"Projekt";"RPD sektora środowisko na 2009 rok (WFOŚiGW w Zielonej Górze)";"POIS.15.02.00-00-205/09-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.15.00.00";"POIS.15.02.00";"";"27,384.00";"27,384.00";"23,276.40";"23,276.40";"Wojewódzki Fundusz Ochrony Środowiska i Gospodarki Wodnej w Zielonej Górze";"9730277026";"65-364";"Zielona Góra";"Lubuskie";"Powiat m. Zielona Góra";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"fundusz - małe przedsiębiorstwo";"00 Nie dotyczy";"POIS.15.02.00-00-205/09-01";"Tak";"2010/07/01";"2010/09/09"
"33-316";"Projekt";"RPD sektora środowisko na 2009 rok (WFOŚiGW w Katowicach)";"POIS.15.02.00-00-206/09-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.15.00.00";"POIS.15.02.00";"";"124,200.00";"124,200.00";"105,570.00";"105,570.00";"Wojewódzki Fundusz Ochrony Środowiska i Gospodarki Wodnej w Katowicach";"9542239831";"40-035";"Katowice";"Śląskie";"Powiat m. Katowice";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"fundusz - średnie przedsiębiorstwo";"00 Nie dotyczy";"POIS.15.02.00-00-206/09-01";"Tak";"2010/07/01";"2010/09/10"
"33-317";"Projekt";"RPD sektora środowisko na 2009 rok (WFOŚiGW w Kielcach)";"POIS.15.02.00-00-207/09-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.15.00.00";"POIS.15.02.00";"";"20,412.00";"20,412.00";"17,350.20";"17,350.20";"Wojewódzki Fundusz Ochrony Środowiska i Gospodarki Wodnej w Kielcach";"9590832923";"25-311";"Kielce";"Świętokrzyskie";"Powiat m. Kielce";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"fundusz - małe przedsiębiorstwo";"00 Nie dotyczy";"POIS.15.02.00-00-207/09-01";"Tak";"2010/07/01";"2010/09/13"
"33-318";"Projekt";"RPD sektora środowisko na 2009 rok (WFOŚiGW w Krakowie)";"POIS.15.02.00-00-208/09-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.15.00.00";"POIS.15.02.00";"";"66,000.00";"66,000.00";"56,100.00";"56,100.00";"Wojewódzki Fundusz Ochrony Środowiska i Gospodarki Wodnej w Krakowie";"6761026884";"31-002";"Kraków";"Małopolskie";"Powiat m. Kraków";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"fundusz - małe przedsiębiorstwo";"00 Nie dotyczy";"POIS.15.02.00-00-208/09-01";"Tak";"2010/07/01";"2010/09/09"
"33-319";"Projekt";"RPD sektora środowisko na 2009 rok (WFOŚiGW w Lublinie)";"POIS.15.02.00-00-209/09-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.15.00.00";"POIS.15.02.00";"";"45,484.00";"45,484.00";"38,661.40";"38,661.40";"Wojewódzki Fundusz Ochrony Środowiska i Gospodarki Wodnej w Lublinie";"7121004696";"20-074";"Lublin";"Lubelskie";"Powiat m. Lublin";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"fundusz - małe przedsiębiorstwo";"00 Nie dotyczy";"POIS.15.02.00-00-209/09-01";"Tak";"2010/07/01";"2010/09/09"
"33-320";"Projekt";"RPD sektora środowisko na 2009 rok (WFOŚiGW w Łodzi)";"POIS.15.02.00-00-210/09-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.15.00.00";"POIS.15.02.00";"";"63,500.00";"63,500.00";"53,975.00";"53,975.00";"Wojewódzki Fundusz Ochrony Środowiska i Gospodarki Wodnej w Łodzi ";"7272755012";"90-562";"Łódź";"Łódzkie";"Powiat m. Łódź";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"fundusz - średnie przedsiębiorstwo";"00 Nie dotyczy";"POIS.15.02.00-00-210/09-01";"Tak";"2010/07/01";"2010/09/10"
"33-321";"Projekt";"RPD sektora środowisko na 2009 rok (WFOŚiGW w Olsztynie)";"POIS.15.02.00-00-211/09-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.15.00.00";"POIS.15.02.00";"";"148,741.00";"148,741.00";"126,429.85";"126,429.85";"Wojewódzki Fundusz Ochrony Środowiska i Gospodarki Wodnej w Olsztynie";"7391296154";"10-026";"Olsztyn";"Warmińsko-mazurskie";"Powiat m. Olsztyn";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"fundusz - małe przedsiębiorstwo";"00 Nie dotyczy";"POIS.15.02.00-00-211/09-01";"Tak";"2010/07/01";"2010/09/22"
"33-322";"Projekt";"RPD sektora środowisko na 2009 rok (WFOŚiGW w Opolu)";"POIS.15.02.00-00-212/09-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.15.00.00";"POIS.15.02.00";"";"50,050.00";"50,050.00";"42,542.50";"42,542.50";"Wojewódzki Fundusz Ochrony Środowiska i Gospodarki Wodnej w Opolu";"7541156160";"45-018";"Opole";"Opolskie";"Powiat m. Opole";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"fundusz - małe przedsiębiorstwo";"00 Nie dotyczy";"POIS.15.02.00-00-212/09-01";"Tak";"2010/07/01";"2010/09/10"
"33-323";"Projekt";"RPD sektora środowisko na 2009 rok (WFOŚiGW w Poznaniu)";"POIS.15.02.00-00-213/09-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.15.00.00";"POIS.15.02.00";"";"133,500.00";"133,500.00";"113,475.00";"113,475.00";"Wojewódzki Fundusz Ochrony Środowiska i Gospodarki Wodnej w Poznaniu";"7781134790";"60-541";"Poznań";"Wielkopolskie";"Powiat m. Poznań";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"fundusz - średnie przedsiębiorstwo";"00 Nie dotyczy";"POIS.15.02.00-00-213/09-01";"Tak";"2010/07/05";"2010/09/09"
"33-324";"Projekt";"RPD sektora środowisko na 2009 rok (WFOŚiGW w Rzeszowie)";"POIS.15.02.00-00-214/09-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.15.00.00";"POIS.15.02.00";"";"24,400.00";"24,400.00";"20,740.00";"20,740.00";"Wojewódzki Fundusz Ochrony Środowiska i Gospodarki Wodnej w Rzeszowie";"8131096967";"35-025";"Rzeszów";"Podkarpackie";"Powiat m. Rzeszów";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"fundusz - małe przedsiębiorstwo";"00 Nie dotyczy";"POIS.15.02.00-00-214/09-01";"Tak";"2010/07/01";"2010/09/10"
"33-325";"Projekt";"RPD sektora środowisko na 2009 rok (WFOŚiGW w Szczecinie)";"POIS.15.02.00-00-215/09-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.15.00.00";"POIS.15.02.00";"";"129,000.00";"129,000.00";"109,650.00";"109,650.00";"Wojewódzki Fundusz Ochrony Środowiska i Gospodarki Wodnej w Szczecinie";"8510010504";"71-323";"Szczecin";"Zachodniopomorskie";"Powiat m. Szczecin";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"fundusz - małe przedsiębiorstwo";"00 Nie dotyczy";"POIS.15.02.00-00-215/09-01";"Nie";"2010/07/01";"2010/09/09"
"33-326";"Projekt";"RPD sektora środowisko na 2009 rok (WFOŚiGW w Toruniu)";"POIS.15.02.00-00-216/09-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.15.00.00";"POIS.15.02.00";"";"42,000.00";"42,000.00";"35,700.00";"35,700.00";"Wojewódzki Fundusz Ochrony Srodowiska i Gospodarki Wodnej w Toruniu";"9561223682";"88-100";"Toruń";"Kujawsko-pomorskie";"Powiat inowrocławski";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"fundusz - małe przedsiębiorstwo";"00 Nie dotyczy";"POIS.15.02.00-00-216/09-01";"Tak";"2010/07/01";"2010/09/10"
"33-327";"Projekt";"RPD sektora środowisko na 2009 rok (WFOŚiGW w Warszawie)";"POIS.15.02.00-00-217/09-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.15.00.00";"POIS.15.02.00";"";"36,252.00";"36,252.00";"30,814.20";"30,814.20";"Wojewódzki Fundusz Ochrony Środowiska w Warszawie";"5252088391";"02-743";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"fundusz - średnie przedsiębiorstwo";"00 Nie dotyczy";"POIS.15.02.00-00-217/09-01";"Tak";"2010/07/01";"2010/09/08"
"33-328";"Projekt";"RPD sektora środowisko na 2009 rok (WFOŚiGW we Wrocławiu)";"POIS.15.02.00-00-218/09-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.15.00.00";"POIS.15.02.00";"";"190,297.00";"190,297.00";"161,752.45";"161,752.45";"Wojewódzki Fundusz Ochrony Środowiska i Gospodarki Wodnej we Wrocławiu";"8961001536";"53-148";"Wrocław";"Dolnośląskie";"Powiat m. Wrocław";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"fundusz - średnie przedsiębiorstwo";"00 Nie dotyczy";"POIS.15.02.00-00-218/09-01";"Tak";"2010/07/01";"2010/09/13"
"33-329";"Projekt";"RPD sektora środowisko na 2009 rok (CKPŚ)";"POIS.15.02.00-00-220/09-01";"Program Operacyjny Infrastruktura i Środowisko";"POIS.15.00.00";"POIS.15.02.00";"";"72,597.57";"72,597.57";"61,707.94";"61,707.94";"Centrum Koordynacji Projektów Środowiskowych";"7010041263";"02-362";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"państwowa jednostka organizacyjna";"00 Nie dotyczy";"POIS.15.02.00-00-220/09-01";"Tak";"2010/07/01";"2010/10/18"
"33-330";"Projekt";"RPD sektora transport na rok 2010 (MI)";"POIS.15.02.00-00-301/10-02";"Program Operacyjny Infrastruktura i Środowisko";"POIS.15.00.00";"POIS.15.02.00";"";"774,200.00";"774,200.00";"774,200.00";"658,070.00";"MINISTERSTWO INFRASTRUKTURY";"7010095164";"00-928";"WARSZAWA";"Mazowieckie";"Powiat m. st. Warszawa";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"organ władzy, administracji rządowej";"00 Nie dotyczy";"POIS.15.02.00-00-301/10-02";"Nie";"2010/12/29";"2011/01/03"
"33-331";"Projekt";"RPD sektota transportu na rok 2009 (CUPT)";"POIS.15.02.00-00-302/09-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.15.00.00";"POIS.15.02.00";"";"950,000.00";"950,000.00";"950,000.00";"807,500.00";"Centrum Unijnych Projektów Transportowych";"7010071270";"00-203";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"państwowa jednostka organizacyjna";"00 Nie dotyczy";"POIS.15.02.00-00-302/09-01";"Tak";"2010/01/20";"2010/01/22"
"33-332";"Projekt";"RPD sektora energetyka na rok 2010 (MG)";"POIS.15.02.00-00-401/10-02";"Program Operacyjny Infrastruktura i Środowisko";"POIS.15.00.00";"POIS.15.02.00";"";"550,000.00";"550,000.00";"550,000.00";"467,500.00";"Ministerstwo Gospodarki";"5262897181";"00-507";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"organ władzy, administracji rządowej";"00 Nie dotyczy";"POIS.15.02.00-00-401/10-02";"Nie";"2010/12/23";"2011/01/03"
"33-333";"Projekt";"RPD sektora energetyka za rok 2009 (NFOŚiGW)";"POIS.15.02.00-00-402/09-01";"Program Operacyjny Infrastruktura i Środowisko";"POIS.15.00.00";"POIS.15.02.00";"";"186,200.00";"186,200.00";"158,270.00";"158,270.00";"Narodowy Fundusz Ochrony Środowiska i Gospodarki Wodnej";"5220018559";"02-672";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"fundusz - duże przedsiębiorstwo";"00 Nie dotyczy";"POIS.15.02.00-00-402/09-03";"Tak";"2010/01/29";"2010/02/09"
"33-334";"Projekt";"RPD sektora energetyka za rok 2009 (IPiEO)";"POIS.15.02.00-00-403/09-01";"Program Operacyjny Infrastruktura i Środowisko";"POIS.15.00.00";"POIS.15.02.00";"";"223,500.00";"213,200.00";"213,200.00";"181,220.00";"Instytut Paliw i Energii Odnawialnej";"5250009418";"03-301";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"państwowa jednostka organizacyjna";"00 Nie dotyczy";"POIS.15.02.00-00-403/09-05-K01";"Tak";"2010/01/29";"2010/02/09"
"33-335";"Projekt";"RPD sektora energetyka za rok 2009 (INiG)";"POIS.15.02.00-00-404/09-01";"Program Operacyjny Infrastruktura i Środowisko";"POIS.15.00.00";"POIS.15.02.00";"";"133,400.00";"133,400.00";"133,400.00";"113,390.00";"Instytut Nafty i Gazu";"6750001277";"31-503";"Kraków";"Małopolskie";"Powiat m. Kraków";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"państwowa jednostka organizacyjna";"00 Nie dotyczy";"POIS.15.02.00-00-404/09-03";"Nie";"2010/01/29";"2010/02/09"
"33-336";"Projekt";"RPD sektora środowisko na rok 2009 (MŚ)";"POIS.15.03.00-00-201/09-01";"Program Operacyjny Infrastruktura i Środowisko";"POIS.15.00.00";"POIS.15.03.00";"";"123,830.00";"123,830.00";"123,830.00";"105,255.50";"Ministerstwo Środowiska";"5261647453";"00-922";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"organ władzy, administracji rządowej";"00 Nie dotyczy";"";"";"2010/08/24";"2010/09/13"
"33-337";"Projekt";"RPD sektora transport na rok 2010 (MI)";"POIS.15.03.00-00-301/10-02";"Program Operacyjny Infrastruktura i Środowisko";"POIS.15.00.00";"POIS.15.03.00";"";"226,800.00";"226,800.00";"226,800.00";"192,780.00";"MINISTERSTWO INFRASTRUKTURY";"7010095164";"00-928";"WARSZAWA";"Mazowieckie";"Powiat m. st. Warszawa";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"organ władzy, administracji rządowej";"00 Nie dotyczy";"";"";"2010/12/29";"2011/01/03"
"33-338";"Projekt";"RPD sektora energetyka na rok 2010 (MG)";"POIS.15.03.00-00-401/10-01";"Program Operacyjny Infrastruktura i Środowisko";"POIS.15.00.00";"POIS.15.03.00";"";"197,600.00";"197,600.00";"197,600.00";"167,960.00";"Ministerstwo Gospodarki";"5262897181";"00-507";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"organ władzy, administracji rządowej";"00 Nie dotyczy";"";"";"2010/07/01";"2010/07/20"
"33-339";"Projekt";"RPD sektora energetyka za rok 2009 (NFOŚiGW)";"POIS.15.03.00-00-402/09-01";"Program Operacyjny Infrastruktura i Środowisko";"POIS.15.00.00";"POIS.15.03.00";"";"0.00";"0.00";"0.00";"0.00";"Narodowy Fundusz Ochrony Środowiska i Gospodarki Wodnej";"5220018559";"02-672";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"fundusz - duże przedsiębiorstwo";"00 Nie dotyczy";"";"";"2010/01/29";"2010/02/09"
"33-340";"Projekt";"RPD sektora energetyka za rok 2009 (IPiEO)";"POIS.15.03.00-00-403/09-01";"Program Operacyjny Infrastruktura i Środowisko";"POIS.15.00.00";"POIS.15.03.00";"";"0.00";"0.00";"0.00";"0.00";"Instytut Paliw i Energii Odnawialnej";"5250009418";"03-301";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"państwowa jednostka organizacyjna";"00 Nie dotyczy";"";"";"2010/01/29";"2010/02/09"
"33-341";"Projekt";"RPD sektora energetyka za rok 2009 (INiG)";"POIS.15.03.00-00-404/09-01";"Program Operacyjny Infrastruktura i Środowisko";"POIS.15.00.00";"POIS.15.03.00";"";"58,560.00";"58,560.00";"58,560.00";"49,776.00";"Instytut Nafty i Gazu";"6750001277";"31-503";"Kraków";"Małopolskie";"Powiat m. Kraków";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"państwowa jednostka organizacyjna";"00 Nie dotyczy";"POIS.15.03.00-00-404/09-01";"Nie";"2010/01/29";"2010/02/09"
"33-342";"Projekt";"RPD sektora transportu na rok 2009 (PKP PLK S.A.)";"POIS.15.04.00-00-304/09-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.15.00.00";"POIS.15.04.00";"";"21,386,445.00";"21,386,445.00";"21,386,445.00";"18,178,478.25";"PKP Polskie Linie Kolejowe S.A.";"1132316427";"03-734";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"spółka przewidziana przepisami innych ustaw niż Kodeks handlowy i Kodeks cywilny lub formy prawne, do których stosuje się przepisy o spółkach - duże przedsiębiorstwo";"00 Nie dotyczy";"POIS.15.04.00-00-304/09-01";"Tak";"2010/01/20";"2010/01/22"
