"id";"Typ";"Nazwa";"Numer umowy/decyzji";"Program Operacyjny <Nazwa>";"Oś priorytetowa <Kod>";"Działanie <Kod>";"Poddziałanie <Kod>";"Wartość ogółem";"Wydatki kwalifikowalne";"Dofinansowanie";"Dofinansowanie UE";"Nazwa beneficjenta";"NIP beneficjenta";"Kod pocztowy";"Miejscowość";"Województwo";"Powiat";"Temat priorytetu";"Forma prawna";"Obszar realizacji";"Ostatni Wniosek o płatność dla najbardziej aktualnej Umowy/Aneksu";"Projekt zakończony (Wniosek o płatność końcową)";"Data podpisania Umowy/Aneksu";"Data utworzenia w KSI SIMIK 07-13 Umowy/Aneksu"
"33-75";"Projekt";"RPD sektora środowisko na lata 2007-2008 (NFOŚiGW)";"POIS.15.01.00-00-202/08-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.15.00.00";"POIS.15.01.00";"";"13,451,208.00";"7,919,158.00";"6,731,284.30";"6,731,284.30";"Narodowy Fundusz Ochrony Środowiska i Gospodarki Wodnej";"5220018559";"02-672";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"fundusz - duże przedsiębiorstwo";"00 Nie dotyczy";"POIS.15.01.00-00-202/08-01";"Tak";"2009/04/16";"2009/04/23"
"33-76";"Projekt";"RPD sektora środowisko na lata 2007-2008 (WFOŚiGW w Białymstoku)";"POIS.15.01.00-00-203/08-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.15.00.00";"POIS.15.01.00";"";"1,632,942.26";"1,356,916.17";"1,153,378.72";"1,153,378.72";"Wojewódzki Fundusz Ochrony Środowiska i Gospodarki Wodnej w Białymstoku";"5421952597";"15-879";"Białystok";"Podlaskie";"Powiat m. Białystok";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"fundusz - małe przedsiębiorstwo";"00 Nie dotyczy";"POIS.15.01.00-00-203/08-01";"Tak";"2009/04/15";"2009/04/22"
"33-77";"Projekt";"RPD sektora środowisko na lata 2007-2008 (WFOŚiGW w Gdańsku)";"POIS.15.01.00-00-204/08-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.15.00.00";"POIS.15.01.00";"";"1,276,721.32";"994,727.22";"845,518.09";"845,518.09";"Wojewódzki Fundusz Ochrony Środowiska i Gospodarki Wodnej w Gdańsku";"5832094563";"80-837";"Gdańsk";"Pomorskie";"Powiat m. Gdańsk";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"fundusz - małe przedsiębiorstwo";"00 Nie dotyczy";"POIS.15.01.00-00-204/08-01";"Tak";"2009/03/25";"2009/04/17"
"33-78";"Projekt";"RPD sektora środowisko na lata 2007-2008 (WFOŚiGW w Zielonej Górze)";"POIS.15.01.00-00-205/08-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.15.00.00";"POIS.15.01.00";"";"432,417.86";"432,417.86";"367,555.11";"367,555.11";"Wojewódzki Fundusz Ochrony Środowiska i Gospodarki Wodnej w Zielonej Górze";"9730277026";"65-364";"Zielona Góra";"Lubuskie";"Powiat m. Zielona Góra";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"fundusz - małe przedsiębiorstwo";"00 Nie dotyczy";"POIS.15.01.00-00-205/08-01";"Tak";"2009/04/08";"2009/04/23"
"33-79";"Projekt";"RPD sektora środowisko na lata 2007-2008 (WFOŚiGW w Katowicach)";"POIS.15.01.00-00-206/08-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.15.00.00";"POIS.15.01.00";"";"2,092,104.00";"953,916.00";"810,828.60";"810,828.60";"Wojewódzki Fundusz Ochrony Środowiska i Gospodarki Wodnej w Katowicach";"9542239831";"40-053";"Katowice";"Śląskie";"Powiat m. Katowice";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"fundusz - średnie przedsiębiorstwo";"00 Nie dotyczy";"POIS.15.01.00-00-206/08-01";"Tak";"2009/04/17";"2009/04/23"
"33-80";"Projekt";"RPD sektora środowisko na lata 2007-2008 (WFOŚiGW w Kielcach)";"POIS.15.01.00-00-207/08-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.15.00.00";"POIS.15.01.00";"";"1,005,626.00";"785,833.00";"667,958.05";"667,958.05";"Wojewódzki Fundusz Ochrony Środowiska i Gospodarki Wodnej w Kielcach";"9590832923";"25-311";"Kielce";"Świętokrzyskie";"Powiat m. Kielce";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"fundusz - małe przedsiębiorstwo";"00 Nie dotyczy";"POIS.15.01.00-00-207/08-01";"Tak";"2009/04/16";"2009/04/23"
"33-81";"Projekt";"RPD sektora środowisko na lata 2007-2008 (WFOŚiGW w Krakowie)";"POIS.15.01.00-00-208/08-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.15.00.00";"POIS.15.01.00";"";"500,687.32";"346,854.88";"294,826.63";"294,826.63";"Wojewódzki Fundusz Ochrony Środowiska i Gospodarki Wodnej w Krakowie";"6761026884";"31-002";"Kraków";"Małopolskie";"Powiat m. Kraków";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"fundusz - małe przedsiębiorstwo";"00 Nie dotyczy";"POIS.15.01.00-00-208/08-01";"Tak";"2009/04/08";"2009/04/17"
"33-82";"Projekt";"RPD sektora środowisko na lata 2007-2008 (WFOŚiGW w Lublinie)";"POIS.15.01.00-00-209/08-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.15.00.00";"POIS.15.01.00";"";"321,657.26";"313,643.66";"266,597.08";"266,597.08";"Wojewódzki Fundusz Ochrony Środowiska i Gosporarki Wodnej w Lublinie";"7121004696";"20-074";"Lublin";"Lubelskie";"Powiat m. Lublin";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"fundusz - małe przedsiębiorstwo";"00 Nie dotyczy";"POIS.15.01.00-00-209/08-01";"Tak";"2009/04/08";"2009/04/17"
"33-83";"Projekt";"RPD sektora środowisko na lata 2007-2008 (WFOŚiGW w Łodzi)";"POIS.15.01.00-00-210/08-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.15.00.00";"POIS.15.01.00";"";"640,120.51";"626,017.19";"532,114.59";"532,114.59";"Wojewódzki Fundusz Ochrony Środowiska i Gospodarki Wodnej w Łodzi ";"7251087864";"90-562";"Łódź";"Łódzkie";"Powiat m. Łódź";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"fundusz - średnie przedsiębiorstwo";"00 Nie dotyczy";"POIS.15.01.00-00-210/08-01";"Tak";"2009/04/16";"2009/04/23"
"33-84";"Projekt";"RPD sektora środowisko na lata 2007-2008 (WFOŚiGW w Olsztynie)";"POIS.15.01.00-00-211/08-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.15.00.00";"POIS.15.01.00";"";"3,529,652.83";"1,992,882.00";"1,693,949.70";"1,693,949.70";"Wojewódzki Fundusz Ochrony Środowiska i Gospodarki Wodnej w Olsztynie";"7391296154";"10-026";"Olsztyn";"Warmińsko-mazurskie";"Powiat m. Olsztyn";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"fundusz - małe przedsiębiorstwo";"00 Nie dotyczy";"POIS.15.01.00-00-211/08-01";"Tak";"2009/04/15";"2009/04/20"
"33-85";"Projekt";"RPD sektora środowisko na lata 2007-2008 (WFOŚiGW w Opolu)";"POIS.15.01.00-00-212/08-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.15.00.00";"POIS.15.01.00";"";"1,054,122.00";"1,054,122.00";"896,003.70";"896,003.70";"Wojewódzki Fundusz Ochrony Środowiska i Gospodarki Wodnej w Opolu";"7541156160";"45-018";"Opole";"Opolskie";"Powiat m. Opole";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"fundusz - małe przedsiębiorstwo";"00 Nie dotyczy";"POIS.15.01.00-00-212/08-01";"Tak";"2009/04/08";"2009/04/17"
"33-86";"Projekt";"RPD sektora środowisko na lata 2007-2008 WFOŚiGW w Poznaniu)";"POIS.15.01.00-00-213/08-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.15.00.00";"POIS.15.01.00";"";"210,291.89";"106,632.88";"90,637.93";"90,637.93";"Wojewódzki Fundusz Ochrony Środowiska i Gospodarki Wodnej w Poznaniu";"7781134790";"60-541";"Poznań";"Wielkopolskie";"Powiat m. Poznań";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"fundusz - średnie przedsiębiorstwo";"00 Nie dotyczy";"POIS.15.01.00-00-213/08-01";"Tak";"2009/04/16";"2009/04/23"
"33-87";"Projekt";"RPD sektora środowisko na lata 2007-2008 (WFOŚiGW w Rzeszowie)";"POIS.15.01.00-00-214/08-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.15.00.00";"POIS.15.01.00";"";"663,460.63";"511,762.74";"434,998.30";"434,998.30";"Wojewódzki Fundusz Ochrony Środowiska i Gospodarki Wodnej w Rzeszowie";"8131096967";"35-025";"Rzeszów";"Podkarpackie";"Powiat m. Rzeszów";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"fundusz - małe przedsiębiorstwo";"00 Nie dotyczy";"POIS.15.01.00-00-214/08-01";"Tak";"2009/04/15";"2009/04/22"
"33-88";"Projekt";"RPD sektora środowisko na lata 2007-2008 (WFOŚiGW w Szczecinie)";"POIS.15.01.00-00-215/08-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.15.00.00";"POIS.15.01.00";"";"1,583,096.11";"1,189,173.69";"1,010,797.61";"1,010,797.61";"Wojewódzki Fundusz Ochrony Środowiska i Gospodarki Wodnej w Szczecinie";"8510010504";"71-323";"Szczecin";"Zachodniopomorskie";"Powiat m. Szczecin";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"fundusz - małe przedsiębiorstwo";"00 Nie dotyczy";"POIS.15.01.00-00-215/08-01";"Tak";"2009/04/16";"2009/04/23"
"33-89";"Projekt";"RPD sektora środowisko na lata 2007-2008 (WFOŚiGW w Toruniu)";"POIS.15.01.00-00-216/08-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.15.00.00";"POIS.15.01.00";"";"838,208.86";"816,457.63";"693,988.98";"693,988.98";"Wojewódzki Fundusz Ochrony Srodowiska i Gospodarki Wodnej w Toruniu";"9561223682";"88-100";"Toruń";"Kujawsko-pomorskie";"Powiat inowrocławski";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"fundusz - małe przedsiębiorstwo";"00 Nie dotyczy";"POIS.15.01.00-00-216/08-01";"Tak";"2009/04/15";"2009/04/21"
"33-90";"Projekt";"RPD sektora środowisko na lata 2007-2008 (WFOŚiGW w Warszawie)";"POIS.15.01.00-00-217/08-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.15.00.00";"POIS.15.01.00";"";"1,399,855.15";"1,107,785.77";"941,617.88";"941,617.88";"Wojewódzki Fundusz Ochrony Środowiska w Warszawie";"5252088391";"02-743";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"fundusz - średnie przedsiębiorstwo";"00 Nie dotyczy";"POIS.15.01.00-00-217/08-01";"Tak";"2009/04/15";"2009/04/20"
"33-91";"Projekt";"RPD sektora środowisko na lata 2007-2008 (WFOŚiGW we Wrocławiu)";"POIS.15.01.00-00-218/08-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.15.00.00";"POIS.15.01.00";"";"844,508.44";"680,793.42";"578,674.38";"578,674.38";"Wojewódzki Fundusz Ochrony Środowiska i Gospodarki Wodnej we Wrocławiu";"8961001536";"53-148";"Wrocław";"Dolnośląskie";"Powiat m. Wrocław";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"fundusz - średnie przedsiębiorstwo";"00 Nie dotyczy";"POIS.15.01.00-00-218/08-01";"Tak";"2009/04/08";"2009/04/17"
"33-92";"Projekt";"RPD sektora środowisko na lata 2007-2008 (CKPŚ)";"POIS.15.01.00-00-220/08-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.15.00.00";"POIS.15.01.00";"";"2,402,774.79";"2,103,368.14";"1,787,862.87";"1,787,862.87";"Centrum Koordynacji Projektów Środowiskowych";"7010041263";"02-362";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"państwowa jednostka organizacyjna";"00 Nie dotyczy";"POIS.15.01.00-00-220/08-01";"Tak";"2009/04/20";"2009/04/23"
"33-93";"Projekt";"RPD sektora transportu na lata 2007-2008 (MI)";"POIS.15.01.00-00-301/08-01";"Program Operacyjny Infrastruktura i Środowisko";"POIS.15.00.00";"POIS.15.01.00";"";"498,197.00";"498,197.00";"498,197.00";"423,467.45";"Ministerstwo Infrastruktury";"7010095164";"00-928";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"organ władzy, administracji rządowej";"00 Nie dotyczy";"POIS.15.01.00-00-301/08-01";"Nie";"2009/06/18";"2009/06/26"
"33-94";"Projekt";"RPD sektora transportu na rok 2009 (MI)";"POIS.15.01.00-00-301/09-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.15.00.00";"POIS.15.01.00";"";"4,209,393.00";"4,209,393.00";"4,209,393.00";"3,577,984.05";"Ministerstwo Infrastruktury";"7010095164";"00-928";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"organ władzy, administracji rządowej";"00 Nie dotyczy";"POIS.15.01.00-00-301/09-01";"Tak";"2009/12/21";"2009/12/28"
"33-95";"Projekt";"RPD sektora transportu na lata 2007-2008 (CUPT)";"POIS.15.01.00-00-302/08-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.15.00.00";"POIS.15.01.00";"";"13,208,938.00";"13,208,938.00";"13,208,938.00";"11,227,597.30";"Centrum Unijnych Projektów Transportowych";"7010071270";"00-203";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"państwowa jednostka organizacyjna";"00 Nie dotyczy";"POIS.15.01.00-00-302/08-01-K01";"Tak";"2009/04/24";"2009/04/30"
"33-96";"Projekt";"RPD sektora energetyka na lata 2007-2008 (MG)";"POIS.15.01.00-00-401/08-01";"Program Operacyjny Infrastruktura i Środowisko";"POIS.15.00.00";"POIS.15.01.00";"";"14,192.38";"14,192.38";"14,192.38";"12,063.52";"Ministerstwo Gospodarki, Departament Funduszy Europejskich";"5262897181";"00-507";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"państwowa jednostka organizacyjna";"00 Nie dotyczy";"POIS.15.01.00-00-401/08-01";"Tak";"2009/05/29";"2009/06/04"
"33-97";"Projekt";"RPD sektora energetyka za rok 2009 (MG)";"POIS.15.01.00-00-401/09-01";"Program Operacyjny Infrastruktura i Środowisko";"POIS.15.00.00";"POIS.15.01.00";"";"288,537.00";"288,537.00";"288,537.00";"245,256.45";"Ministerstwo Gospodarki, Departament Funduszy Europejskich";"5262897181";"00-507";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"państwowa jednostka organizacyjna";"00 Nie dotyczy";"POIS.15.01.00-00-401/09-02";"Nie";"2009/12/30";"2010/01/08"
"33-98";"Projekt";"RPD sektora energetyka na lata 2007-2008 (NFOSiGW)";"POIS.15.01.00-00-402/08-01";"Program Operacyjny Infrastruktura i Środowisko";"POIS.15.00.00";"POIS.15.01.00";"";"4,946,997.38";"2,161,914.83";"1,837,627.60";"1,837,627.60";"Narodowy Fundusz Ochrony Środowiska i Gospodarki Wodnej";"5220018559";"02-672";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"fundusz - duże przedsiębiorstwo";"00 Nie dotyczy";"POIS.15.01.00-00-402/08-01";"Tak";"2009/07/16";"2009/08/19"
"33-99";"Projekt";"RPD sektora energetyka na lata 2007-2008 (IPiEO)";"POIS.15.01.00-00-403/08-01";"Program Operacyjny Infrastruktura i Środowisko";"POIS.15.00.00";"POIS.15.01.00";"";"2,654,884.22";"2,525,519.85";"2,525,519.85";"2,146,691.87";"Instytut Paliw i Energii Odnawialnej";"5250009418";"03-301";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"państwowa jednostka organizacyjna";"00 Nie dotyczy";"POIS.15.01.00-00-403/08-01-K01";"Tak";"2009/07/15";"2009/08/19"
"33-100";"Projekt";"RPD sektora energetyka na lata 2007-2008 (INiG)";"POIS.15.01.00-00-404/08-01";"Program Operacyjny Infrastruktura i Środowisko";"POIS.15.00.00";"POIS.15.01.00";"";"2,863,329.14";"2,863,329.14";"2,863,329.14";"2,433,829.77";"Instytut Nafty i Gazu";"6750001277";"31-503";"Kraków";"Małopolskie";"Powiat m. Kraków";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"państwowa jednostka organizacyjna";"00 Nie dotyczy";"POIS.15.01.00-00-404/08-01";"Tak";"2009/07/17";"2009/08/19"
"33-101";"Projekt";"RPD sektora środowisko na lata 2007-2008 (MŚ)";"POIS.15.02.00-00-201/08-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.15.00.00";"POIS.15.02.00";"";"1,709,200.00";"1,709,200.00";"1,709,200.00";"1,452,820.00";"Ministerstwo Środowiska";"5261647453";"00-922";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"organ władzy, administracji rządowej";"00 Nie dotyczy";"POIS.15.02.00-00-201/08-01";"Tak";"2009/03/20";"2009/03/31"
"33-102";"Projekt";"RPD sektora środowisko na lata 2007-2008 (NFOŚiGW)";"POIS.15.02.00-00-202/08-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.15.00.00";"POIS.15.02.00";"";"297,729.00";"297,729.00";"253,069.65";"253,069.65";"Narodowy Fundusz Ochrony Środowiska i Gospodarki Wodnej";"5220018559";"02-672";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"fundusz - duże przedsiębiorstwo";"00 Nie dotyczy";"POIS.15.02.00-00-202/08-01";"Tak";"2009/04/16";"2009/04/23"
"33-103";"Projekt";"RPD sektora środowisko na lata 2007-2008 (WFOŚiGW w Białymstoku)";"POIS.15.02.00-00-203/08-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.15.00.00";"POIS.15.02.00";"";"7,401.45";"7,401.45";"6,291.23";"6,291.23";"Wojewódzki Fundusz Ochrony Środowiska i Gospodarki Wodnej w Białymstoku";"5421952597";"15-879";"Białystok";"Podlaskie";"Powiat m. Białystok";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"fundusz - małe przedsiębiorstwo";"00 Nie dotyczy";"POIS.15.02.00-00-203/08-01";"Tak";"2009/04/15";"2009/04/22"
"33-104";"Projekt";"RPD sektora środowisko na lata 2007-2008 (WFOŚiGW w Gdańsku)";"POIS.15.02.00-00-204/08-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.15.00.00";"POIS.15.02.00";"";"44,324.56";"44,324.56";"37,675.87";"37,675.87";"Wojewódzki Fundusz Ochrony Środowiska i Gospodarki Wodnej w Gdańsku";"5832094563";"80-837";"Gdańsk";"Pomorskie";"Powiat m. Gdańsk";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"fundusz - małe przedsiębiorstwo";"00 Nie dotyczy";"POIS.15.02.00-00-204/08-01";"Tak";"2009/03/25";"2009/04/17"
"33-105";"Projekt";"RPD sektora środowisko na lata 2007-2008 (WFOŚiGW w Zielonej Górze)";"POIS.15.02.00-00-205/08-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.15.00.00";"POIS.15.02.00";"";"11,817.60";"11,817.60";"10,044.96";"10,044.96";"Wojewódzki Fundusz Ochrony Środowiska i Gospodarki Wodnej w Zielonej Górze";"9730277026";"65-364";"Zielona Góra";"Lubuskie";"Powiat m. Zielona Góra";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"fundusz - małe przedsiębiorstwo";"00 Nie dotyczy";"POIS.15.02.00-00-205/08-01";"Tak";"2009/04/08";"2009/04/23"
"33-106";"Projekt";"RPD sektora środowisko na lata 2007-2008 (WFOŚiGW w Katowicach)";"POIS.15.02.00-00-206/08-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.15.00.00";"POIS.15.02.00";"";"65,300.00";"65,300.00";"55,505.00";"55,505.00";"Wojewódzki Fundusz Ochrony Środowiska i Gospodarki Wodnej w Katowicach";"9542239831";"40-053";"Katowice";"Śląskie";"Powiat m. Katowice";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"fundusz - średnie przedsiębiorstwo";"00 Nie dotyczy";"POIS.15.02.00-00-206/08-01";"Tak";"2009/04/23";"2009/04/23"
"33-107";"Projekt";"RPD sektora środowisko na lata 2007-2008 (WFOŚiGW w Kielcach)";"POIS.15.02.00-00-207/08-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.15.00.00";"POIS.15.02.00";"";"61,400.00";"61,400.00";"52,190.00";"52,190.00";"Wojewódzki Fundusz Ochrony Środowiska i Gospodarki Wodnej w Kielcach";"9590832923";"25-311";"Kielce";"Świętokrzyskie";"Powiat m. Kielce";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"fundusz - małe przedsiębiorstwo";"00 Nie dotyczy";"POIS.15.02.00-00-207/08-01";"Tak";"2009/04/16";"2009/04/23"
"33-108";"Projekt";"RPD sektora środowisko na lata 2007-2008 (WFOŚiGW w Krakowie)";"POIS.15.02.00-00-208/08-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.15.00.00";"POIS.15.02.00";"";"21,613.18";"21,613.18";"18,371.19";"18,371.19";"Wojewódzki Fundusz Ochrony Środowiska i Gospodarki Wodnej w Krakowie";"6761026884";"31-002";"Kraków";"Małopolskie";"Powiat m. Kraków";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"fundusz - małe przedsiębiorstwo";"00 Nie dotyczy";"POIS.15.02.00-00-208/08-01";"Tak";"2009/04/08";"2009/04/17"
"33-109";"Projekt";"RPD sektora środowisko na lata 2007-2008 (WFOŚiGW w Lublinie)";"POIS.15.02.00-00-209/08-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.15.00.00";"POIS.15.02.00";"";"26,433.86";"26,433.86";"22,468.78";"22,468.78";"Wojewódzki Fundusz Ochrony Środowiska i Gosporarki Wodnej w Lublinie";"7121004696";"20-074";"Lublin";"Lubelskie";"Powiat m. Lublin";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"fundusz - małe przedsiębiorstwo";"00 Nie dotyczy";"POIS.15.02.00-00-209/08-01";"Tak";"2009/04/08";"2009/04/17"
"33-110";"Projekt";"RPD sektora środowisko na lata 2007-2008 (WFOSiGW w Łodzi)";"POIS.15.02.00-00-210/08-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.15.00.00";"POIS.15.02.00";"";"34,699.96";"34,699.96";"29,494.96";"29,494.96";"Wojewódzki Fundusz Ochrony Środowiska i Gospodarki Wodnej w Łodzi ";"7251087864";"90-562";"Łódź";"Łódzkie";"Powiat m. Łódź";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"fundusz - średnie przedsiębiorstwo";"00 Nie dotyczy";"POIS.15.02.00-00-210/08-01";"Tak";"2009/04/16";"2009/04/23"
"33-111";"Projekt";"RPD sektora środowisko na lata 2007-2008 (WFOŚiGWw Olsztynie)";"POIS.15.02.00-00-211/08-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.15.00.00";"POIS.15.02.00";"";"159,361.00";"159,361.00";"135,456.85";"135,456.85";"Wojewódzki Fundusz Ochrony Środowiska i Gospodarki Wodnej w Olsztynie";"7391296154";"10-026";"Olsztyn";"Warmińsko-mazurskie";"Powiat m. Olsztyn";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"fundusz - małe przedsiębiorstwo";"00 Nie dotyczy";"POIS.15.02.00-00-211/08-01";"Tak";"2009/04/15";"2009/04/20"
"33-112";"Projekt";"RPD sektora środowisko na lata 2007-2008 (WFOŚiGW w Opolu)";"POIS.15.02.00-00-212/08-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.15.00.00";"POIS.15.02.00";"";"19,996.00";"19,996.00";"16,996.60";"16,996.60";"Wojewódzki Fundusz Ochrony Środowiska i Gospodarki Wodnej w Opolu";"7541156160";"45-018";"Opole";"Opolskie";"Powiat m. Opole";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"fundusz - małe przedsiębiorstwo";"00 Nie dotyczy";"POIS.15.02.00-00-212/08-01";"Tak";"2009/04/08";"2009/04/17"
"33-113";"Projekt";"RPD sektora środowisko na lata 2007-2008 (WFOŚiGW w Poznaniu)";"POIS.15.02.00-00-213/08-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.15.00.00";"POIS.15.02.00";"";"37,414.55";"37,414.55";"31,802.36";"31,802.36";"Wojewódzki Fundusz Ochrony Środowiska i Gospodarki Wodnej w Poznaniu";"7781134790";"60-541";"Poznań";"Wielkopolskie";"Powiat m. Poznań";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"fundusz - średnie przedsiębiorstwo";"00 Nie dotyczy";"POIS.15.02.00-00-213/08-01";"Tak";"2009/04/16";"2009/04/23"
"33-114";"Projekt";"RPD sektora środowisko na lata 2007-2008 (WFOŚiGW w Rzeszowie)";"POIS.15.02.00-00-214/08-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.15.00.00";"POIS.15.02.00";"";"45,201.88";"45,201.88";"38,421.59";"38,421.59";"Wojewódzki Fundusz Ochrony Środowiska i Gospodarki Wodnej w Rzeszowie";"8131096967";"35-025";"Rzeszów";"Podkarpackie";"Powiat m. Rzeszów";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"fundusz - małe przedsiębiorstwo";"00 Nie dotyczy";"POIS.15.02.00-00-214/08-01";"Tak";"2009/04/15";"2009/04/22"
"33-115";"Projekt";"RPD sektora środowisko na lata 2007-2008 (WFOŚiGW w Szczecinie)";"POIS.15.02.00-00-215/08-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.15.00.00";"POIS.15.02.00";"";"176,714.95";"176,714.95";"150,207.70";"150,207.70";"Wojewódzki Fundusz Ochrony Środowiska i Gospodarki Wodnej w Szczecinie";"8510010504";"71-323";"Szczecin";"Zachodniopomorskie";"Powiat m. Szczecin";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"fundusz - małe przedsiębiorstwo";"00 Nie dotyczy";"POIS.15.02.00-00-215/08-01";"Tak";"2009/04/16";"2009/04/23"
"33-116";"Projekt";"RPD sektora środowisko na lata 2007-2008 (WFOŚiGW w Toruniu)";"POIS.15.02.00-00-216/08-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.15.00.00";"POIS.15.02.00";"";"26,000.00";"26,000.00";"22,100.00";"22,100.00";"Wojewódzki Fundusz Ochrony Srodowiska i Gospodarki Wodnej w Toruniu";"9561223682";"88-100";"Toruń";"Kujawsko-pomorskie";"Powiat inowrocławski";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"fundusz - małe przedsiębiorstwo";"00 Nie dotyczy";"POIS.15.02.00-00-216/08-01";"Tak";"2009/04/15";"2009/04/21"
