"id";"Nazwa";"Numer umowy/decyzji";"Program Operacyjny <Nazwa>";"Oś priorytetowa <Kod>";"Działanie <Kod>";"Poddziałanie <Kod>";"Wartość ogółem";"Wydatki kwalifikowalne";"Dofinansowanie";"Dofinansowanie UE";"Nazwa beneficjenta";"NIP beneficjenta";"Kod pocztowy";"Miejscowość";"Województwo";"Powiat";"Temat priorytetu";"Forma prawna";"Obszar realizacji";"Ostatni Wniosek o płatność dla najbardziej aktualnej Umowy/Aneksu";"Projekt zakończony (Wniosek o płatność końcową)";"Data podpisania Umowy/Aneksu";"Data utworzenia w KSI SIMIK 07-13 Umowy/Aneksu"
"7-7-1";"Rozbudowa i modernizacja infrastruktury dydaktycznej na kierunkach przyrodniczych i ścisłych UJ";"POIS.13.01.00-00-062/08-01";"Program Operacyjny Infrastruktura i Środowisko";"POIS.13.00.00";"POIS.13.01.00";"";"16,395,981.00";"16,374,722.50";"16,374,722.50";"13,918,514.13";"Uniwersytet Jagielloński";"6750002236";"31-007";"Kraków";"Małopolskie";"Powiat m. Kraków";"02 Infrastruktura B+RT (w tym wyposażenie w sprzęt, oprzyrządowanie i szybkie sieci informatyczne łączące ośrodki badawcze) oraz specjalistyczne ośrodki kompetencji technologicznych";"uczelnia wyższa";"00 Nie dotyczy";"POIS.13.01.00-00-062/08-02";"Nie";"2011/04/12";"2011/04/12"
"13-14-2";"Rozbudowa i modernizacja infrastruktury dydaktycznej na kierunkach przyrodniczych i ścisłych UJ";"POIS.13.01.00-00-062/08-01";"Program Operacyjny Infrastruktura i Środowisko";"POIS.13.00.00";"POIS.13.01.00";"";"32,791,962.00";"32,749,445.00";"32,749,445.00";"27,837,028.25";"Uniwersytet Jagielloński";"6750002236";"31-007";"Kraków";"Małopolskie";"Powiat m. Kraków";"02 Infrastruktura B+RT (w tym wyposażenie w sprzęt, oprzyrządowanie i szybkie sieci informatyczne łączące ośrodki badawcze) oraz specjalistyczne ośrodki kompetencji technologicznych";"uczelnia wyższa";"00 Nie dotyczy";"POIS.13.01.00-00-062/08-02";"Nie";"2011/04/12";"2011/04/12"
"11-4";"Powiat m. Skierniewice";"";"";"";"";"";5642240.0;4584000.0;2292000.0;2292000.0;"";"";"";"";"";"";"";"";"";"";"";"";""
"11-4-1";"Zakup autobusów dla MZK Sp. z o.o. - etap II Zakup sześciu sztuk autobusów";"RPLD.01.04.00-00-008/09-01";"Regionalny Program Operacyjny Województwa Łódzkiego";"RPLD.01.00.00";"RPLD.01.04.00";"";"5,642,240.00";"4,584,000.00";"2,292,000.00";"2,292,000.00";"Miejski Zakład Komunikacji w Skierniewicach Sp. z o.o.";"8361331389";"96-100";"Skierniewice";"Łódzkie";"Powiat m. Skierniewice / Powiat skierniewicki";"25 Transport miejski";"spółka z ograniczoną odpowiedzialnością - duże przedsiębiorstwo";"01 Obszar miejski";"";"";"2011/05/04";"2011/05/04"
"7-8";"Powiat bocheński";"";"";"";"";"";3690790.71;2625141.7;1614123.34;1614123.34;"";"";"";"";"";"";"";"";"";"";"";"";""
"7-8-1";"Rowerowy Pierścień Solny „Salina Cracoviensis” – turystyczny szlak kulturowy  po dawnych salinach wielicko-bocheńskich;";"RPMP.03.01.03-12-039/09-01";"Regionalny Program Operacyjny Województwa Małopolskiego";"RPMP.03.00.00";"RPMP.03.01.00";"RPMP.03.01.03";"1,325,904.51";"260,255.50";"195,191.62";"195,191.62";"Gmina Miasta Bochnia";"8681001825";"32-700";"Bochnia";"Małopolskie";"Powiat bocheński";"57 Inne wsparcie na rzecz wzmocnienia usług turystycznych";"wspólnota samorządowa";"05 Obszary wiejskie (poza obszarami górskimi, wyspami lub o niskiej i bardzo niskiej gęstości zaludnienia)";"";"";"2011/03/22";"2011/03/22"
"7-9";"Powiat brzeski";"";"";"";"";"";3690790.71;2625141.7;1614123.34;1614123.34;"";"";"";"";"";"";"";"";"";"";"";"";""
"7-9-1";"Rowerowy Pierścień Solny „Salina Cracoviensis” – turystyczny szlak kulturowy  po dawnych salinach wielicko-bocheńskich;";"RPMP.03.01.03-12-039/09-01";"Regionalny Program Operacyjny Województwa Małopolskiego";"RPMP.03.00.00";"RPMP.03.01.00";"RPMP.03.01.03";"1,325,904.51";"260,255.50";"195,191.62";"195,191.62";"Gmina Miasta Bochnia";"8681001825";"32-700";"Bochnia";"Małopolskie";"Powiat bocheński";"57 Inne wsparcie na rzecz wzmocnienia usług turystycznych";"wspólnota samorządowa";"05 Obszary wiejskie (poza obszarami górskimi, wyspami lub o niskiej i bardzo niskiej gęstości zaludnienia)";"";"";"2011/03/22";"2011/03/22"
"7-10";"Powiat wielicki";"";"";"";"";"";13945133.73;12879484.72;8397690.61;8397690.61;"";"";"";"";"";"";"";"";"";"";"";"";""
"7-10-1";"Rowerowy Pierścień Solny „Salina Cracoviensis” – turystyczny szlak kulturowy  po dawnych salinach wielicko-bocheńskich;";"RPMP.03.01.03-12-039/09-01";"Regionalny Program Operacyjny Województwa Małopolskiego";"RPMP.03.00.00";"RPMP.03.01.00";"RPMP.03.01.03";"1,325,904.51";"260,255.50";"195,191.62";"195,191.62";"Gmina Miasta Bochnia";"8681001825";"32-700";"Bochnia";"Małopolskie";"Powiat bocheński";"57 Inne wsparcie na rzecz wzmocnienia usług turystycznych";"wspólnota samorządowa";"05 Obszary wiejskie (poza obszarami górskimi, wyspami lub o niskiej i bardzo niskiej gęstości zaludnienia)";"";"";"2011/03/22";"2011/03/22"
"7-11";"Powiat gorlicki";"";"";"";"";"";15983714.76;15983700.0;13494462.5;13494462.5;"";"";"";"";"";"";"";"";"";"";"";"";""
"7-11-1";"Małopolska - Karpaty OFFer. Międzynarodowy Multimedialny Festiwal Sztuki";"RPMP.03.03.02-12-078/08-06";"Regionalny Program Operacyjny Województwa Małopolskiego";"RPMP.03.00.00";"RPMP.03.03.00";"RPMP.03.03.02";"261,964.76";"261,950.00";"130,975.00";"130,975.00";"Małopolskie Centrum Kultury SOKÓŁ";"7340019427";"33-300";"Nowy Sącz";"Małopolskie";"Powiat m. Nowy Sącz / Powiat nowosądecki";"60 Inne wsparcie dla poprawy usług kulturalnych";"bez szczególnej formy prawnej";"01 Obszar miejski";"RPMP.03.03.02-12-078/08-09";"Nie";"2011/01/24";"2011/01/24"
"7-12";"Powiat limanowski";"";"";"";"";"";12881193.98;12881179.22;8333473.99;8333473.99;"";"";"";"";"";"";"";"";"";"";"";"";""
"7-12-1";"Małopolska - Karpaty OFFer. Międzynarodowy Multimedialny Festiwal Sztuki";"RPMP.03.03.02-12-078/08-06";"Regionalny Program Operacyjny Województwa Małopolskiego";"RPMP.03.00.00";"RPMP.03.03.00";"RPMP.03.03.02";"261,964.76";"261,950.00";"130,975.00";"130,975.00";"Małopolskie Centrum Kultury SOKÓŁ";"7340019427";"33-300";"Nowy Sącz";"Małopolskie";"Powiat m. Nowy Sącz / Powiat nowosądecki";"60 Inne wsparcie dla poprawy usług kulturalnych";"bez szczególnej formy prawnej";"01 Obszar miejski";"RPMP.03.03.02-12-078/08-09";"Nie";"2011/01/24";"2011/01/24"
"7-1-4";"Małopolska - Karpaty OFFer. Międzynarodowy Multimedialny Festiwal Sztuki";"RPMP.03.03.02-12-078/08-06";"Regionalny Program Operacyjny Województwa Małopolskiego";"RPMP.03.00.00";"RPMP.03.03.00";"RPMP.03.03.02";"261,964.76";"261,950.00";"130,975.00";"130,975.00";"Małopolskie Centrum Kultury SOKÓŁ";"7340019427";"33-300";"Nowy Sącz";"Małopolskie";"Powiat m. Nowy Sącz / Powiat nowosądecki";"60 Inne wsparcie dla poprawy usług kulturalnych";"bez szczególnej formy prawnej";"01 Obszar miejski";"RPMP.03.03.02-12-078/08-09";"Nie";"2011/01/24";"2011/01/24"
"7-4-2";"Małopolska - Karpaty OFFer. Międzynarodowy Multimedialny Festiwal Sztuki";"RPMP.03.03.02-12-078/08-06";"Regionalny Program Operacyjny Województwa Małopolskiego";"RPMP.03.00.00";"RPMP.03.03.00";"RPMP.03.03.02";"261,964.76";"261,950.00";"130,975.00";"130,975.00";"Małopolskie Centrum Kultury SOKÓŁ";"7340019427";"33-300";"Nowy Sącz";"Małopolskie";"Powiat m. Nowy Sącz / Powiat nowosądecki";"60 Inne wsparcie dla poprawy usług kulturalnych";"bez szczególnej formy prawnej";"01 Obszar miejski";"RPMP.03.03.02-12-078/08-09";"Nie";"2011/01/24";"2011/01/24"
"7-3-2";"Małopolska - Karpaty OFFer. Międzynarodowy Multimedialny Festiwal Sztuki";"RPMP.03.03.02-12-078/08-06";"Regionalny Program Operacyjny Województwa Małopolskiego";"RPMP.03.00.00";"RPMP.03.03.00";"RPMP.03.03.02";"261,964.76";"261,950.00";"130,975.00";"130,975.00";"Małopolskie Centrum Kultury SOKÓŁ";"7340019427";"33-300";"Nowy Sącz";"Małopolskie";"Powiat m. Nowy Sącz / Powiat nowosądecki";"60 Inne wsparcie dla poprawy usług kulturalnych";"bez szczególnej formy prawnej";"01 Obszar miejski";"RPMP.03.03.02-12-078/08-09";"Nie";"2011/01/24";"2011/01/24"
"7-12-2";"Modernizacja drogi wojewódzkiej nr 964 Kasina-Uście Solne ETAP I";"RPMP.04.01.01-12-055/08-04";"Regionalny Program Operacyjny Województwa Małopolskiego";"RPMP.04.00.00";"RPMP.04.01.00";"RPMP.04.01.01";"12,619,229.22";"12,619,229.22";"8,202,498.99";"8,202,498.99";"Województwo Małopolskie";"6762178337";"31-156";"Kraków";"Małopolskie";"Powiat m. Kraków";"23 Drogi regionalne/lokalne";"wspólnota samorządowa";"05 Obszary wiejskie (poza obszarami górskimi, wyspami lub o niskiej i bardzo niskiej gęstości zaludnienia)";"";"";"2011/02/17";"2011/02/25"
"7-5-2";"Modernizacja drogi wojewódzkiej nr 964 Kasina-Uście Solne ETAP I";"RPMP.04.01.01-12-055/08-04";"Regionalny Program Operacyjny Województwa Małopolskiego";"RPMP.04.00.00";"RPMP.04.01.00";"RPMP.04.01.01";"12,619,229.22";"12,619,229.22";"8,202,498.99";"8,202,498.99";"Województwo Małopolskie";"6762178337";"31-156";"Kraków";"Małopolskie";"Powiat m. Kraków";"23 Drogi regionalne/lokalne";"wspólnota samorządowa";"05 Obszary wiejskie (poza obszarami górskimi, wyspami lub o niskiej i bardzo niskiej gęstości zaludnienia)";"";"";"2011/02/17";"2011/02/25"
"7-10-2";"Modernizacja drogi wojewódzkiej nr 964 Kasina-Uście Solne ETAP I";"RPMP.04.01.01-12-055/08-04";"Regionalny Program Operacyjny Województwa Małopolskiego";"RPMP.04.00.00";"RPMP.04.01.00";"RPMP.04.01.01";"12,619,229.22";"12,619,229.22";"8,202,498.99";"8,202,498.99";"Województwo Małopolskie";"6762178337";"31-156";"Kraków";"Małopolskie";"Powiat m. Kraków";"23 Drogi regionalne/lokalne";"wspólnota samorządowa";"05 Obszary wiejskie (poza obszarami górskimi, wyspami lub o niskiej i bardzo niskiej gęstości zaludnienia)";"";"";"2011/02/17";"2011/02/25"
"7-2-2";"Modernizacja drogi woj. nr 776 Kraków - Proszowice - Ostrów";"RPMP.04.01.01-12-059/08-05";"Regionalny Program Operacyjny Województwa Małopolskiego";"RPMP.04.00.00";"RPMP.04.01.00";"RPMP.04.01.01";"58,904,198.36";"57,978,939.00";"37,686,310.00";"37,686,310.00";"Województwo Małopolskie";"6762083499";"31-156";"Kraków";"Małopolskie";"Powiat m. Kraków";"23 Drogi regionalne/lokalne";"wspólnota samorządowa";"05 Obszary wiejskie (poza obszarami górskimi, wyspami lub o niskiej i bardzo niskiej gęstości zaludnienia)";"";"";"2011/03/24";"2011/03/24"
"7-13";"Powiat proszowicki";"";"";"";"";"";58904198.36;57978939.0;37686310.0;37686310.0;"";"";"";"";"";"";"";"";"";"";"";"";""
"7-13-1";"Modernizacja drogi woj. nr 776 Kraków - Proszowice - Ostrów";"RPMP.04.01.01-12-059/08-05";"Regionalny Program Operacyjny Województwa Małopolskiego";"RPMP.04.00.00";"RPMP.04.01.00";"RPMP.04.01.01";"58,904,198.36";"57,978,939.00";"37,686,310.00";"37,686,310.00";"Województwo Małopolskie";"6762083499";"31-156";"Kraków";"Małopolskie";"Powiat m. Kraków";"23 Drogi regionalne/lokalne";"wspólnota samorządowa";"05 Obszary wiejskie (poza obszarami górskimi, wyspami lub o niskiej i bardzo niskiej gęstości zaludnienia)";"";"";"2011/03/24";"2011/03/24"
"7-11-2";"Modernizacja drogi wojewódzkiej nr 977 na odcinku Tarnów - Konieczna";"RPMP.04.01.01-12-190/10-01";"Regionalny Program Operacyjny Województwa Małopolskiego";"RPMP.04.00.00";"RPMP.04.01.00";"RPMP.04.01.01";"15,721,750.00";"15,721,750.00";"13,363,487.50";"13,363,487.50";"Województwo Małopolskie";"6762178337";"31-156";" Kraków";"Małopolskie";"Powiat m. Kraków";"23 Drogi regionalne/lokalne";"wspólnota samorządowa";"05 Obszary wiejskie (poza obszarami górskimi, wyspami lub o niskiej i bardzo niskiej gęstości zaludnienia)";"RPMP.04.01.01-12-190/10-02";"Nie";"2011/02/22";"2011/02/25"
"7-3-3";"Modernizacja drogi wojewódzkiej nr 977 na odcinku Tarnów - Konieczna";"RPMP.04.01.01-12-190/10-01";"Regionalny Program Operacyjny Województwa Małopolskiego";"RPMP.04.00.00";"RPMP.04.01.00";"RPMP.04.01.01";"15,721,750.00";"15,721,750.00";"13,363,487.50";"13,363,487.50";"Województwo Małopolskie";"6762178337";"31-156";" Kraków";"Małopolskie";"Powiat m. Kraków";"23 Drogi regionalne/lokalne";"wspólnota samorządowa";"05 Obszary wiejskie (poza obszarami górskimi, wyspami lub o niskiej i bardzo niskiej gęstości zaludnienia)";"RPMP.04.01.01-12-190/10-02";"Nie";"2011/02/22";"2011/02/25"
"7-8-2";"„Bezpieczna Małopolska – poprawa skuteczności działań małopolskich jednostek PSP poprzez zakup specjalistycznego sprzętu pożarniczego”";"RPMP.06.03.03-12-470/10-00";"Regionalny Program Operacyjny Województwa Małopolskiego";"RPMP.06.00.00";"RPMP.06.03.00";"RPMP.06.03.03";"2,364,886.20";"2,364,886.20";"1,418,931.72";"1,418,931.72";"Komenda Wojewódzka Państwowej Straży Pożarnej w Krakowie";"6750007386";"30-134";"Kraków";"Małopolskie";"Powiat m. Kraków";"79 Pozostała infrastruktura społeczna";"organ władzy, administracji rządowej";"01 Obszar miejski";"";"";"2011/04/20";"2011/04/28"
"7-9-2";"„Bezpieczna Małopolska – poprawa skuteczności działań małopolskich jednostek PSP poprzez zakup specjalistycznego sprzętu pożarniczego”";"RPMP.06.03.03-12-470/10-00";"Regionalny Program Operacyjny Województwa Małopolskiego";"RPMP.06.00.00";"RPMP.06.03.00";"RPMP.06.03.03";"2,364,886.20";"2,364,886.20";"1,418,931.72";"1,418,931.72";"Komenda Wojewódzka Państwowej Straży Pożarnej w Krakowie";"6750007386";"30-134";"Kraków";"Małopolskie";"Powiat m. Kraków";"79 Pozostała infrastruktura społeczna";"organ władzy, administracji rządowej";"01 Obszar miejski";"";"";"2011/04/20";"2011/04/28"
"7-14";"Powiat dąbrowski";"";"";"";"";"";2364886.2;2364886.2;1418931.72;1418931.72;"";"";"";"";"";"";"";"";"";"";"";"";""
"7-14-1";"„Bezpieczna Małopolska – poprawa skuteczności działań małopolskich jednostek PSP poprzez zakup specjalistycznego sprzętu pożarniczego”";"RPMP.06.03.03-12-470/10-00";"Regionalny Program Operacyjny Województwa Małopolskiego";"RPMP.06.00.00";"RPMP.06.03.00";"RPMP.06.03.03";"2,364,886.20";"2,364,886.20";"1,418,931.72";"1,418,931.72";"Komenda Wojewódzka Państwowej Straży Pożarnej w Krakowie";"6750007386";"30-134";"Kraków";"Małopolskie";"Powiat m. Kraków";"79 Pozostała infrastruktura społeczna";"organ władzy, administracji rządowej";"01 Obszar miejski";"";"";"2011/04/20";"2011/04/28"
"7-2-3";"„Bezpieczna Małopolska – poprawa skuteczności działań małopolskich jednostek PSP poprzez zakup specjalistycznego sprzętu pożarniczego”";"RPMP.06.03.03-12-470/10-00";"Regionalny Program Operacyjny Województwa Małopolskiego";"RPMP.06.00.00";"RPMP.06.03.00";"RPMP.06.03.03";"2,364,886.20";"2,364,886.20";"1,418,931.72";"1,418,931.72";"Komenda Wojewódzka Państwowej Straży Pożarnej w Krakowie";"6750007386";"30-134";"Kraków";"Małopolskie";"Powiat m. Kraków";"79 Pozostała infrastruktura społeczna";"organ władzy, administracji rządowej";"01 Obszar miejski";"";"";"2011/04/20";"2011/04/28"
"7-3-4";"„Bezpieczna Małopolska – poprawa skuteczności działań małopolskich jednostek PSP poprzez zakup specjalistycznego sprzętu pożarniczego”";"RPMP.06.03.03-12-470/10-00";"Regionalny Program Operacyjny Województwa Małopolskiego";"RPMP.06.00.00";"RPMP.06.03.00";"RPMP.06.03.03";"2,364,886.20";"2,364,886.20";"1,418,931.72";"1,418,931.72";"Komenda Wojewódzka Państwowej Straży Pożarnej w Krakowie";"6750007386";"30-134";"Kraków";"Małopolskie";"Powiat m. Kraków";"79 Pozostała infrastruktura społeczna";"organ władzy, administracji rządowej";"01 Obszar miejski";"";"";"2011/04/20";"2011/04/28"
"13-2-2";"KonferTur - promocja turystyczna kluczem do wzrostu rozpoznawalności powiatu gliwickiego";"RPSL.03.04.00-00-001/08-03";"Regionalny Program Operacyjny Województwa Śląskiego";"RPSL.03.00.00";"RPSL.03.04.00";"";"66,284.22";"65,546.72";"55,714.71";"55,714.71";"Powiat Gliwicki";"6312213855";"44-100";"Gliwice";"Śląskie";"Powiat m. Gliwice";"57 Inne wsparcie na rzecz wzmocnienia usług turystycznych";"wspólnota samorządowa - powiat";"05 Obszary wiejskie (poza obszarami górskimi, wyspami lub o niskiej i bardzo niskiej gęstości zaludnienia)";"";"";"2011/02/01";"2011/02/01"
"13-15";"Powiat tarnogórski";"";"";"";"";"";1007068.72;1003693.25;853139.26;853139.26;"";"";"";"";"";"";"";"";"";"";"";"";""
"13-15-1";"Wszystkie drogi prowadzą do nas - promocja turystyczna Powiatu Tarnogórskiego";"RPSL.03.04.00-00-001/09-02";"Regionalny Program Operacyjny Województwa Śląskiego";"RPSL.03.00.00";"RPSL.03.04.00";"";"500,000.00";"500,000.00";"425,000.00";"425,000.00";"Powiat Tarnogórski";"6452513103";"42-600";"Tarnowskie Góry";"Śląskie";"Powiat tarnogórski";"57 Inne wsparcie na rzecz wzmocnienia usług turystycznych";"wspólnota samorządowa - powiat";"05 Obszary wiejskie (poza obszarami górskimi, wyspami lub o niskiej i bardzo niskiej gęstości zaludnienia)";"RPSL.03.04.00-00-001/09-06";"Nie";"2011/02/08";"2011/02/11"
"13-16";"Powiat częstochowski";"";"";"";"";"";631523.0;631523.0;536794.55;536794.55;"";"";"";"";"";"";"";"";"";"";"";"";""
"13-16-1";"Przystanek e–kultura regionu częstochowskiego";"RPSL.04.02.00-00-008/10-00";"Regionalny Program Operacyjny Województwa Śląskiego";"RPSL.04.00.00";"RPSL.04.02.00";"";"631,523.00";"631,523.00";"536,794.55";"536,794.55";"Gmina Konopiska";"5731337550";"42-274";"Konopiska";"Śląskie";"Powiat częstochowski";"60 Inne wsparcie dla poprawy usług kulturalnych";"wspólnota samorządowa - gmina";"05 Obszary wiejskie (poza obszarami górskimi, wyspami lub o niskiej i bardzo niskiej gęstości zaludnienia)";"";"";"2011/03/08";"2011/03/14"
"13-17";"Powiat rybnicki";"";"";"";"";"";5245702.35;5096140.22;4331719.18;4331719.18;"";"";"";"";"";"";"";"";"";"";"";"";""
"13-17-1";"Dni kultury Powiatu Rybnickiego";"RPSL.04.03.00-00-002/10-00";"Regionalny Program Operacyjny Województwa Śląskiego";"RPSL.04.00.00";"RPSL.04.03.00";"";"106,209.00";"106,209.00";"90,277.65";"90,277.65";"Powiat Rybnicki";"6422590530";"44-200";"Rybnik";"Śląskie";"Powiat m. Rybnik / Powiat rybnicki";"60 Inne wsparcie dla poprawy usług kulturalnych";"wspólnota samorządowa - powiat";"05 Obszary wiejskie (poza obszarami górskimi, wyspami lub o niskiej i bardzo niskiej gęstości zaludnienia)";"";"";"2011/04/05";"2011/04/06"
"13-15-2";"Festiwal Kultury Powiatu Tarnogórskiego";"RPSL.04.03.00-00-032/09-03";"Regionalny Program Operacyjny Województwa Śląskiego";"RPSL.04.00.00";"RPSL.04.03.00";"";"507,068.72";"503,693.25";"428,139.26";"428,139.26";"Powiat Tarnogórski";"6452513103";"42-600";"Tarnowskie Góry";"Śląskie";"Powiat tarnogórski";"60 Inne wsparcie dla poprawy usług kulturalnych";"wspólnota samorządowa - powiat";"05 Obszary wiejskie (poza obszarami górskimi, wyspami lub o niskiej i bardzo niskiej gęstości zaludnienia)";"";"";"2011/01/18";"2011/01/20"
"13-2-3";"W krainie utopków i wodzenia niedźwiedzia - promocja śląskiej kultury ludowej na przykładzie zwyczajów, obrzędów i legend powiatu gliwickiego";"RPSL.04.03.00-00-035/10-00";"Regionalny Program Operacyjny Województwa Śląskiego";"RPSL.04.00.00";"RPSL.04.03.00";"";"218,600.00";"218,600.00";"185,810.00";"185,810.00";"Powiat Gliwicki";"6312606158";"44-100";"Gliwice";"Śląskie";"Powiat m. Gliwice";"60 Inne wsparcie dla poprawy usług kulturalnych";"wspólnota samorządowa - powiat";"05 Obszary wiejskie (poza obszarami górskimi, wyspami lub o niskiej i bardzo niskiej gęstości zaludnienia)";"RPSL.04.03.00-00-035/10-01";"Nie";"2011/03/09";"2011/03/14"
"13-17-2";"Termomodernizacja Zespołu Szkół nr 3 i Gimnazjum nr 2 w Czerwionce-Leszczynach";"RPSL.05.03.00-00-047/10-00";"Regionalny Program Operacyjny Województwa Śląskiego";"RPSL.05.00.00";"RPSL.05.03.00";"";"5,139,493.35";"4,989,931.22";"4,241,441.53";"4,241,441.53";"Gmina i Miasto Czerwionka-Leszczyny";"6420009726";"44-230";"Czerwionka-Leszczyny";"Śląskie";"Powiat rybnicki";"43 Efektywność energetyczna, produkcja skojarzona (kogeneracja), zarządzanie energią";"wspólnota samorządowa - gmina";"01 Obszar miejski";"";"";"2011/01/18";"2011/01/24"
"13-18";"Powiat bielski";"";"";"";"";"";9140667.0;9140667.0;7462440.54;7462440.54;"";"";"";"";"";"";"";"";"";"";"";"";""
"13-18-1";"Zaspokojenie potrzeb z zakresu transportu publicznego mieszkańców Powiatu Bielskiego";"RPSL.07.02.00-00-015/09-02";"Regionalny Program Operacyjny Województwa Śląskiego";"RPSL.07.00.00";"RPSL.07.02.00";"";"9,140,667.00";"9,140,667.00";"7,462,440.54";"7,462,440.54";"Powiat Bielski";"9372185644";"43-300";"Bielsko-Biała";"Śląskie";"Powiat m. Bielsko-Biała";"52 Promowanie czystego transportu miejskiego";"wspólnota samorządowa - powiat";"05 Obszary wiejskie (poza obszarami górskimi, wyspami lub o niskiej i bardzo niskiej gęstości zaludnienia)";"RPSL.07.02.00-00-015/09-04";"Nie";"2011/01/03";"2011/01/10"
"16";"Świętokrzyskie";"";"";"";"";"";23127000.0;23127000.0;13582487.1;13582487.1;"";"";"";"";"";"";"";"";"";"";"";"";""
"16-1";"Powiat jędrzejowski";"";"";"";"";"";3854500.0;3854500.0;2263747.85;2263747.85;"";"";"";"";"";"";"";"";"";"";"";"";""
"16-1-1";"Zakup kolejowych pojazdów szynowych do przewozów regionalnych dla województwa świętokrzyskiego.";"RPSW.03.01.00-26-760/10-00";"Regionalny Program Operacyjny Województwa Świętokrzyskiego";"RPSW.03.00.00";"RPSW.03.01.00";"";"3,854,500.00";"3,854,500.00";"2,263,747.85";"2,263,747.85";"Województwo Świętokrzyskie";"9591506120";"25-516";"Kielce";"Świętokrzyskie";"Powiat m. Kielce";"18 Tabor kolejowy";"wspólnota samorządowa - województwo";"00 Nie dotyczy";"";"";"2011/05/25";"2011/05/25"
"16-2";"Powiat kielecki";"";"";"";"";"";3854500.0;3854500.0;2263747.85;2263747.85;"";"";"";"";"";"";"";"";"";"";"";"";""
"16-2-1";"Zakup kolejowych pojazdów szynowych do przewozów regionalnych dla województwa świętokrzyskiego.";"RPSW.03.01.00-26-760/10-00";"Regionalny Program Operacyjny Województwa Świętokrzyskiego";"RPSW.03.00.00";"RPSW.03.01.00";"";"3,854,500.00";"3,854,500.00";"2,263,747.85";"2,263,747.85";"Województwo Świętokrzyskie";"9591506120";"25-516";"Kielce";"Świętokrzyskie";"Powiat m. Kielce";"18 Tabor kolejowy";"wspólnota samorządowa - województwo";"00 Nie dotyczy";"";"";"2011/05/25";"2011/05/25"
"16-3";"Powiat ostrowiecki";"";"";"";"";"";3854500.0;3854500.0;2263747.85;2263747.85;"";"";"";"";"";"";"";"";"";"";"";"";""
"16-3-1";"Zakup kolejowych pojazdów szynowych do przewozów regionalnych dla województwa świętokrzyskiego.";"RPSW.03.01.00-26-760/10-00";"Regionalny Program Operacyjny Województwa Świętokrzyskiego";"RPSW.03.00.00";"RPSW.03.01.00";"";"3,854,500.00";"3,854,500.00";"2,263,747.85";"2,263,747.85";"Województwo Świętokrzyskie";"9591506120";"25-516";"Kielce";"Świętokrzyskie";"Powiat m. Kielce";"18 Tabor kolejowy";"wspólnota samorządowa - województwo";"00 Nie dotyczy";"";"";"2011/05/25";"2011/05/25"
"16-4";"Powiat skarżyski";"";"";"";"";"";3854500.0;3854500.0;2263747.85;2263747.85;"";"";"";"";"";"";"";"";"";"";"";"";""
"16-4-1";"Zakup kolejowych pojazdów szynowych do przewozów regionalnych dla województwa świętokrzyskiego.";"RPSW.03.01.00-26-760/10-00";"Regionalny Program Operacyjny Województwa Świętokrzyskiego";"RPSW.03.00.00";"RPSW.03.01.00";"";"3,854,500.00";"3,854,500.00";"2,263,747.85";"2,263,747.85";"Województwo Świętokrzyskie";"9591506120";"25-516";"Kielce";"Świętokrzyskie";"Powiat m. Kielce";"18 Tabor kolejowy";"wspólnota samorządowa - województwo";"00 Nie dotyczy";"";"";"2011/05/25";"2011/05/25"
"16-5";"Powiat starachowicki";"";"";"";"";"";3854500.0;3854500.0;2263747.85;2263747.85;"";"";"";"";"";"";"";"";"";"";"";"";""
"16-5-1";"Zakup kolejowych pojazdów szynowych do przewozów regionalnych dla województwa świętokrzyskiego.";"RPSW.03.01.00-26-760/10-00";"Regionalny Program Operacyjny Województwa Świętokrzyskiego";"RPSW.03.00.00";"RPSW.03.01.00";"";"3,854,500.00";"3,854,500.00";"2,263,747.85";"2,263,747.85";"Województwo Świętokrzyskie";"9591506120";"25-516";"Kielce";"Świętokrzyskie";"Powiat m. Kielce";"18 Tabor kolejowy";"wspólnota samorządowa - województwo";"00 Nie dotyczy";"";"";"2011/05/25";"2011/05/25"
"16-6";"Powiat włoszczowski";"";"";"";"";"";3854500.0;3854500.0;2263747.85;2263747.85;"";"";"";"";"";"";"";"";"";"";"";"";""
"16-6-1";"Zakup kolejowych pojazdów szynowych do przewozów regionalnych dla województwa świętokrzyskiego.";"RPSW.03.01.00-26-760/10-00";"Regionalny Program Operacyjny Województwa Świętokrzyskiego";"RPSW.03.00.00";"RPSW.03.01.00";"";"3,854,500.00";"3,854,500.00";"2,263,747.85";"2,263,747.85";"Województwo Świętokrzyskie";"9591506120";"25-516";"Kielce";"Świętokrzyskie";"Powiat m. Kielce";"18 Tabor kolejowy";"wspólnota samorządowa - województwo";"00 Nie dotyczy";"";"";"2011/05/25";"2011/05/25"
"4-11";"Powiat ełcki";"";"";"";"";"";102435.98;102435.98;87070.58;87070.58;"";"";"";"";"";"";"";"";"";"";"";"";""
